code,code_name,close,mktcap
sz.002430,杭氧股份,27.32,282.3
sz.002432,九安医疗,72.61,343.42
sz.002434,万里扬,7.87,100.87
sz.002436,兴森科技,33.29,501.29
sz.002438,江苏神通,16.22,78.45
sz.002439,启明星辰,15.07,116.17
sz.002440,闰土股份,9.37,92.22
sz.002443,金洲管道,12.67,66.74
sz.002444,巨星科技,32.46,385.76
sz.002446,盛路通信,10.09,89.74
sz.002448,中原内配,13.9,84.11
sz.002449,国星光电,8.43,51.37
sz.002452,长高电新,11.28,59.03
sz.002454,松芝股份,9.53,61.87
sz.002455,百川股份,9.61,65.01
sz.002456,欧菲光,8.64,291.98
sz.002458,益生股份,8.36,83.55
sz.002459,晶澳科技,9.67,336.58
sz.002460,赣锋锂业,75.33,939.21
sz.002461,珠江啤酒,9.43,213.63
sz.002463,沪电股份,103.7,2000.3
sz.002465,海格通信,16.17,394.77
sz.002466,天齐锂业,65.78,1007.28
sz.002467,二六三,6.41,91.85
sz.002468,申通快递,15.2,228.6
sz.002471,中超控股,8.14,106.46
sz.002472,双环传动,44.46,326.48
sz.002475,立讯精密,67.87,5236.07
sz.002478,常宝股份,7.66,58.03
sz.002484,江海股份,55.51,443.73
sz.002487,大金重工,75.8,488.53
sz.002488,金固股份,11.43,110.36
sz.002491,通鼎互联,21.74,275.03
sz.002493,荣盛石化,11.52,1147.55
sz.002497,雅化集团,23.71,265.35
sz.002498,汉缆股份,8.76,316.25
sz.002507,涪陵榨菜,11.84,137.6
sz.002508,老板电器,17.44,164.44
sz.002510,天汽模,7.43,73.68
sz.002511,中顺洁柔,7.39,96.97
sz.002515,金字火腿,6.85,80.48
sz.002517,恺英网络,16.51,326.81
sz.002518,科士达,60.74,351.66
sz.002519,银河电子,7.41,87.8
sz.002522,浙江众成,6.54,61.31
sz.002527,新时达,14.04,73.84
sz.002530,金财互联,8.33,60.72
sz.002531,天顺风能,11.23,213.94
sz.002532,天山铝业,15.4,630.26
sz.002533,金杯电工,13.2,88.79
sz.002534,西子洁能,18.31,147.99
sz.002536,飞龙股份,44.58,249.08
sz.002537,海联金汇,6.79,82.18
sz.002539,云图控股,12.87,120.98
sz.002541,鸿路钢构,17.74,90.33
sz.002543,万和电气,7.82,52.76
sz.002544,普天科技,23.5,172.43
sz.002545,东方铁塔,22.88,270.64
sz.002546,新联电子,7.8,65.7
sz.002549,凯美特气,18.0,131.85
sz.002550,千红制药,6.47,63.26
sz.002552,宝鼎科技,36.2,132.94
sz.002553,南方精工,21.1,53.95
sz.002555,三七互娱,20.51,331.35
sz.002557,洽洽食品,21.51,109.31
sz.002558,巨人网络,27.42,540.26
sz.002559,亚威股份,10.72,56.53
sz.002560,通达股份,9.18,62.99
sz.002565,顺灏股份,16.33,185.21
sz.002568,百润股份,18.13,138.46
sz.002572,索菲亚,10.36,73.85
sz.002577,雷柏科技,18.85,53.51
sz.002579,中京电子,12.77,76.92
sz.002580,圣阳股份,26.91,122.55
sz.002583,海能达,8.89,119.47
sz.002585,双星新材,8.16,76.57
sz.002588,史丹利,9.43,84.07
sz.002590,万安科技,13.03,64.96
sz.002594,比亚迪,93.51,3314.97
sz.002595,豪迈科技,56.08,658.73
sz.002597,金禾实业,20.91,128.84
sz.002600,领益智造,15.52,1198.52
sz.002601,龙佰集团,16.11,335.38
sz.002602,世纪华通,14.4,1003.08
sz.002603,以岭药业,16.04,225.28
sz.002605,姚记科技,19.44,67.33
sz.002606,大连电瓷,14.95,66.23
sz.002608,江苏国信,8.14,315.97
sz.002611,东方精工,18.69,192.38
sz.002617,露笑科技,8.89,175.46
sz.002624,完美世界,14.28,279.25
sz.002625,光启技术,38.08,857.33
sz.002626,金达威,15.91,99.33
sz.002631,德尔未来,7.6,63.06
sz.002632,道明光学,10.31,62.93
sz.002635,安洁科技,17.42,69.24
sz.002636,金安国纪,42.68,317.5
sz.002637,赞宇科技,11.12,58.5
sz.002639,雪人集团,15.46,108.13
sz.002642,荣联科技,8.69,58.65
sz.002643,万润股份,16.83,162.84
sz.002645,华宏科技,28.43,157.05
sz.002647,仁东控股,11.63,122.94
sz.002648,卫星化学,24.85,899.93
sz.002649,博彦科技,10.26,56.64
sz.002651,利君股份,8.87,51.52
sz.002653,海思科,52.15,279.44
sz.002654,万润科技,18.1,151.44
sz.002655,共达电声,34.39,127.14
sz.002657,中科金财,19.41,68.45
sz.002664,信质集团,22.69,92.26
sz.002668,TCL智家,9.69,106.2
sz.002670,国盛证券,11.94,199.19
sz.002673,西部证券,6.84,310.65
sz.002675,东诚药业,12.72,94.5
sz.002678,珠江钢琴,6.06,82.7
sz.002683,广东宏大,36.0,247.99
sz.002685,华东重机,8.99,89.11
sz.002690,美亚光电,15.83,69.44
sz.002695,煌上煌,11.83,63.74
sz.002698,博实股份,14.1,119.35
sz.002703,浙江世宝,19.92,111.78
sz.002705,新宝股份,13.32,108.34
sz.002706,良信股份,12.63,116.51
sz.002708,光洋股份,15.28,80.76
sz.002709,天赐材料,57.71,855.95
sz.002714,牧原股份,39.49,1544.68
sz.002716,湖南白银,9.88,244.63
sz.002718,友邦吊顶,78.62,74.19
sz.002730,电光科技,30.57,112.4
sz.002733,雄韬股份,25.23,96.41
sz.002734,利民股份,16.91,74.24
sz.002736,国信证券,10.22,991.42
sz.002737,葵花药业,12.83,77.23
sz.002738,中矿资源,65.89,502.86
sz.002739,儒意电影,9.31,197.04
sz.002741,光华科技,23.05,100.31
sz.002745,木林森,9.68,104.63
sz.002747,埃斯顿,28.7,207.18
sz.002749,国光股份,11.86,54.47
sz.002752,昇兴股份,7.02,71.15
sz.002755,奥赛康,17.6,155.34
sz.002756,永兴材料,67.85,277.75
sz.002757,南兴股份,26.62,84.13
sz.002759,天际股份,36.32,182.34
sz.002761,浙江建投,8.0,89.94
sz.002765,蓝黛科技,9.2,56.69
sz.002768,国恩股份,63.64,112.68
sz.002772,众兴菌业,14.64,56.34
sz.002773,康弘药业,21.47,150.21
sz.002777,久远银海,16.09,67.65
sz.002779,中坚科技,73.78,123.46
sz.002782,可立克,28.2,133.0
sz.002785,万里石,50.84,102.8
sz.002787,华源控股,26.02,66.74
sz.002792,通宇通讯,46.59,166.21
sz.002796,世嘉科技,52.58,112.54
sz.002797,第一创业,7.33,315.37
sz.002803,吉宏股份,21.32,64.38
sz.002805,丰元股份,22.88,66.46
sz.002810,山东赫达,25.92,83.12
sz.002812,恩捷股份,76.28,634.92
sz.002815,崇达技术,15.01,121.6
sz.002819,东方中科,26.2,65.35
sz.002821,凯莱英,126.15,380.96
sz.002824,和胜股份,24.51,58.92
sz.002827,高争民爆,29.98,86.04
sz.002831,裕同科技,44.35,219.66
sz.002832,比音勒芬,19.99,80.13
sz.002833,弘亚数控,20.1,60.9
sz.002837,英维克,100.53,893.58
sz.002838,道恩股份,35.63,156.47
sz.002840,华统股份,10.11,83.24
sz.002841,视源股份,38.22,202.83
sz.002842,翔鹭钨业,32.0,92.5
sz.002843,泰嘉股份,25.22,66.49
sz.002847,盐津铺子,56.8,140.8
sz.002850,科达利,207.0,404.74
sz.002851,麦格米特,116.69,571.61
sz.002859,洁美科技,54.59,220.11
sz.002865,钧达股份,97.66,219.01
sz.002867,周大生,12.53,136.41
sz.002870,香山股份,40.9,52.75
sz.002880,卫光生物,26.27,59.0
sz.002881,美格智能,45.85,80.06
sz.002882,金龙羽,24.47,62.06
sz.002885,京泉华,48.83,110.55
sz.002886,沃特股份,26.77,58.1
sz.002891,中宠股份,30.0,98.23
sz.002892,科力尔,11.76,57.43
sz.002895,川恒股份,32.31,200.66
sz.002896,中大力德,79.93,156.28
sz.002897,意华股份,65.56,126.95
sz.002901,大博医疗,41.52,117.33
sz.002902,铭普光磁,35.77,68.56
sz.002903,宇环数控,44.55,50.01
sz.002906,华阳集团,31.5,163.75
sz.002911,佛燃能源,11.78,152.32
sz.002913,奥士康,52.53,158.91
sz.002915,中欣氟材,22.02,67.68
sz.002919,名臣健康,25.46,67.65
sz.002920,德赛西威,106.12,614.62
sz.002922,伊戈尔,40.99,162.6
sz.002925,盈趣科技,20.12,151.82
sz.002926,华西证券,8.28,219.93
sz.002928,华夏航空,7.37,95.51
sz.002929,润建股份,80.84,197.41
sz.002930,宏川智慧,13.93,64.03
sz.002931,锋龙股份,60.04,115.85
sz.002935,天奥电子,20.47,87.36
sz.002937,兴瑞科技,33.55,104.15
sz.002938,鹏鼎控股,94.48,2091.17
sz.002939,长城证券,8.96,331.97
sz.002940,昂利康,45.65,78.12
sz.002941,新疆交建,13.48,96.99
sz.002943,宇晶股份,82.05,122.26
sz.002945,华林证券,15.1,407.47
sz.002946,新乳业,17.2,150.02
sz.002947,恒铭达,89.37,174.55
sz.002951,金时科技,15.57,66.72
sz.002956,西麦食品,21.48,66.88
sz.002957,科瑞技术,42.08,191.31
sz.002959,小熊电器,39.71,59.12
sz.002960,青鸟智控,9.44,95.98
sz.002961,瑞达期货,23.18,116.97
sz.002965,祥鑫科技,38.07,69.0
sz.002966,苏州银行,8.5,371.74
sz.002967,广电计量,21.47,120.6
sz.002969,嘉美包装,19.47,211.05
sz.002970,锐明技术,71.21,91.62
sz.002971,和远气体,34.7,60.41
sz.002975,博杰股份,110.5,161.68
sz.002978,安宁股份,27.99,107.21
sz.002979,雷赛智能,62.81,139.41
sz.002980,华盛昌,105.8,105.13
sz.002984,森麒麟,15.6,111.83
sz.002985,北摩高科,32.33,109.63
sz.002987,京北方,12.55,128.2
sz.002988,豪美新材,32.61,82.06
sz.002989,中天精装,30.91,61.54
sz.002990,盛视科技,61.3,88.98
sz.002992,宝明科技,47.0,75.6
sz.002993,奥海科技,62.02,143.98
sz.002997,瑞鹄模具,32.65,71.56
sz.003006,百亚股份,15.59,69.14
sz.003009,中天火箭,56.25,98.8
sz.003010,若羽臣,27.56,64.36
sz.003013,地铁设计,14.66,56.89
sz.003018,金富科技,66.74,154.08
sz.003019,宸展光电,37.28,61.71
sz.003021,兆威机电,111.47,228.03
sz.003022,联泓新科,24.2,332.7
sz.003031,中瓷电子,153.45,560.16
sz.003035,南网能源,6.96,278.5
sz.003036,泰坦股份,47.41,94.0
sz.003039,顺控发展,13.27,85.09
sz.003040,楚天龙,13.72,65.31
sz.003041,真爱美家,57.38,82.63
sz.003043,华亚智能,62.0,52.33
