code,code_name,close,mktcap
sh.603386,骏亚科技,15.55,53.67
sh.603390,通达电气,14.28,51.36
sh.603392,万泰生物,37.93,494.26
sh.603393,新天然气,29.02,128.84
sh.603396,金辰股份,34.6,50.34
sh.603399,永杉锂业,17.58,98.57
sh.603408,建霖家居,10.94,50.59
sh.603416,信捷电气,64.72,90.19
sh.603421,鼎信通讯,7.63,53.81
sh.603439,三力制药,12.99,51.73
sh.603456,九洲药业,13.06,116.13
sh.603459,红板科技,96.01,70.08
sh.603466,风语筑,10.98,62.94
sh.603477,巨星农牧,16.89,88.85
sh.603486,科沃斯,68.48,387.82
sh.603489,八方股份,36.49,89.02
sh.603496,恒为科技,29.29,98.74
sh.603499,翔港科技,20.83,65.56
sh.603501,豪威集团,102.66,1231.55
sh.603505,金石资源,20.97,178.75
sh.603507,振江股份,42.9,83.42
sh.603508,思维列控,24.42,97.84
sh.603511,爱慕股份,13.83,57.34
sh.603515,欧普照明,19.55,144.31
sh.603516,淳中科技,120.27,249.5
sh.603520,司太立,12.89,58.48
sh.603528,多伦科技,7.79,56.7
sh.603529,爱玛科技,21.06,183.82
sh.603530,神马电力,58.37,255.71
sh.603533,掌阅科技,25.61,114.45
sh.603538,美诺华,53.15,123.42
sh.603556,海兴电力,27.81,137.99
sh.603565,中谷物流,10.74,223.94
sh.603567,珍宝岛,7.57,69.5
sh.603568,伟明环保,19.82,344.27
sh.603583,捷昌驱动,29.09,110.33
sh.603587,地素时尚,12.87,61.97
sh.603588,高能环境,12.62,199.88
sh.603589,口子窖,21.27,129.78
sh.603590,康辰药业,39.22,56.25
sh.603596,伯特利,32.9,283.52
sh.603598,引力传媒,22.56,65.63
sh.603599,广信股份,11.48,108.84
sh.603601,再升科技,18.13,202.46
sh.603605,珀莱雅,55.37,221.7
sh.603606,东方电缆,57.25,403.43
sh.603608,天创时尚,17.03,67.78
sh.603609,禾丰股份,6.52,60.07
sh.603610,麒盛科技,18.22,66.57
sh.603612,索通发展,21.84,111.88
sh.603613,国联股份,25.5,191.44
sh.603615,茶花股份,21.38,53.97
sh.603618,杭电股份,40.27,270.36
sh.603619,中曼石油,28.52,135.83
sh.603626,科森科技,27.38,148.05
sh.603629,利通电子,179.61,448.7
sh.603636,南威软件,11.03,67.9
sh.603638,艾迪精密,25.36,216.39
sh.603650,彤程新材,57.56,368.73
sh.603658,安图生物,33.13,192.96
sh.603659,璞泰来,31.72,683.15
sh.603660,苏州科达,12.48,75.46
sh.603662,柯力传感,67.42,185.78
sh.603663,三祥新材,45.9,185.2
sh.603665,康隆达,30.58,50.63
sh.603666,亿嘉和,30.72,63.42
sh.603667,五洲新春,84.74,304.17
sh.603668,天马科技,12.3,63.51
sh.603678,火炬电子,34.25,162.02
sh.603680,今创集团,13.69,113.55
sh.603681,永冠新材,21.69,50.09
sh.603683,晶华新材,27.75,80.57
sh.603685,晨丰科技,31.4,65.53
sh.603686,福龙马,16.77,74.08
sh.603687,大胜达,16.77,89.59
sh.603688,石英股份,72.57,382.71
sh.603690,至纯科技,30.18,112.57
sh.603693,江苏新能,16.9,144.78
sh.603698,航天工程,38.5,215.08
sh.603699,纽威股份,63.74,486.88
sh.603701,德宏股份,25.41,66.49
sh.603703,盛洋科技,13.71,58.8
sh.603707,健友股份,8.3,137.71
sh.603708,家家悦,9.82,63.96
sh.603711,香飘飘,15.01,62.7
sh.603712,七一二,15.71,120.27
sh.603713,密尔克卫,51.22,83.77
sh.603726,朗迪集团,28.8,53.9
sh.603727,博迈科,18.23,50.5
sh.603728,鸣志电器,67.4,279.72
sh.603730,岱美股份,11.81,243.72
sh.603733,仙鹤股份,20.74,147.66
sh.603737,三棵树,38.63,295.84
sh.603738,泰晶科技,47.13,203.45
sh.603757,大元泵业,59.85,116.37
sh.603758,秦安股份,12.72,57.34
sh.603766,隆鑫通用,13.91,294.4
sh.603767,中马传动,24.34,69.4
sh.603773,沃格光电,81.02,164.22
sh.603776,永安行,22.2,61.68
sh.603777,来伊份,19.2,66.85
sh.603778,国晟科技,23.79,149.42
sh.603786,科博达,57.8,224.22
sh.603790,雅运股份,31.78,57.76
sh.603799,华友钴业,56.46,1093.5
sh.603800,洪田股份,56.93,120.18
sh.603803,瑞斯康达,14.71,67.58
sh.603806,福斯特,15.93,433.41
sh.603809,豪能股份,11.24,104.77
sh.603816,顾家家居,29.05,246.05
sh.603823,百合花,22.62,92.77
sh.603826,坤彩科技,33.91,234.38
sh.603833,欧派家居,39.26,259.25
sh.603848,好太太,15.49,64.6
sh.603855,华荣股份,19.01,65.36
sh.603858,步长制药,15.29,164.74
sh.603859,能科科技,44.67,109.88
sh.603861,白云电器,15.7,85.28
sh.603867,新化股份,38.32,83.66
sh.603868,飞科电器,36.96,164.34
sh.603871,嘉友国际,11.13,157.84
sh.603876,鼎胜新材,26.29,263.76
sh.603877,太平鸟,13.48,64.41
sh.603881,数据港,37.78,294.68
sh.603882,金域医学,25.64,119.81
sh.603883,老百姓,12.32,96.95
sh.603885,吉祥航空,11.49,241.86
sh.603887,城地香江,13.8,88.55
sh.603888,新华网,19.29,134.75
sh.603889,新澳股份,7.65,57.6
sh.603890,春秋电子,20.88,90.32
sh.603893,瑞芯微,187.1,783.2
sh.603897,长城科技,55.6,116.6
sh.603899,晨光股份,21.14,206.3
sh.603901,永创智能,12.36,69.42
sh.603906,龙蟠科技,29.3,157.78
sh.603912,佳力图,10.37,61.09
sh.603915,国茂股份,17.8,122.13
sh.603916,苏博特,15.04,65.37
sh.603919,金徽酒,20.02,97.34
sh.603920,世运电路,63.34,463.44
sh.603926,铁流股份,24.52,57.42
sh.603927,中科软,16.07,137.46
sh.603929,亚翔集成,176.9,397.99
sh.603931,格林达,49.68,96.3
sh.603933,睿能科技,25.6,54.59
sh.603936,博敏电子,20.54,131.55
sh.603938,三孚股份,50.58,183.44
sh.603939,益丰药房,21.3,268.61
sh.603950,长源东谷,66.29,228.01
sh.603958,哈森股份,23.31,52.31
sh.603960,克来机电,21.52,59.28
sh.603966,法兰泰克,12.82,52.91
sh.603969,银龙股份,8.92,82.34
sh.603977,国泰集团,13.28,87.9
sh.603978,深圳新星,32.41,69.63
sh.603979,金诚信,63.5,396.25
sh.603983,丸美生物,24.28,99.04
sh.603985,恒润股份,25.01,118.88
sh.603988,中电电机,22.01,55.8
sh.603989,艾华集团,25.84,93.06
sh.603990,麦迪科技,16.48,50.38
sh.603991,至正股份,116.77,93.15
sh.603992,松霖科技,31.42,142.84
sh.603993,洛阳钼业,17.64,3189.26
sh.603995,甬金股份,18.2,69.13
sh.603997,继峰股份,13.39,172.2
sh.605005,合兴股份,18.62,76.13
sh.605006,山东玻纤,14.31,87.59
sh.605007,五洲特纸,14.13,58.62
sh.605008,长鸿高科,11.85,79.41
sh.605009,豪悦护理,26.22,57.45
sh.605011,杭州热电,21.37,89.53
sh.605016,百龙创园,26.6,113.48
sh.605018,长华集团,13.67,63.59
sh.605020,永和股份,32.8,162.54
sh.605050,福然德,11.89,59.21
sh.605055,迎丰股份,13.41,56.99
sh.605056,咸亨国际,24.3,97.7
sh.605058,澳弘电子,36.43,54.04
sh.605060,联德股份,53.95,133.75
sh.605077,华康股份,18.5,55.41
sh.605086,龙高股份,29.81,57.94
sh.605088,冠盛股份,35.75,73.3
sh.605090,九丰能源,39.42,298.71
sh.605098,行动教育,56.07,69.63
sh.605099,共创草坪,43.5,189.21
sh.605100,华丰股份,55.58,92.39
sh.605111,新洁能,53.08,214.05
sh.605116,奥锐特,21.5,86.73
sh.605117,德业股份,168.65,1465.46
sh.605118,力鼎光电,40.16,175.92
sh.605123,派克新材,118.11,142.89
sh.605128,上海沿浦,34.7,72.93
sh.605133,嵘泰股份,41.76,114.4
sh.605167,利柏特,16.92,84.57
sh.605168,三人行,61.01,129.42
sh.605178,时空科技,65.66,71.26
sh.605179,一鸣食品,15.38,63.67
sh.605183,确成股份,15.73,66.61
sh.605188,国光连锁,13.97,74.0
sh.605196,华通线缆,39.51,206.16
sh.605198,安德利,52.38,157.83
sh.605222,起帆电缆,36.48,153.29
sh.605228,神通科技,14.12,68.13
sh.605255,天普股份,98.16,135.36
sh.605268,王力安防,10.96,50.29
sh.605277,新亚电子,21.91,73.88
sh.605286,同力天启,38.85,71.08
sh.605287,德才股份,48.34,68.36
sh.605288,凯迪股份,113.65,65.2
sh.605289,罗曼股份,101.47,164.36
sh.605296,神农集团,28.65,152.35
sh.605298,必得科技,55.25,107.3
sh.605299,舒华体育,17.9,86.21
sh.605305,中际联合,41.1,91.17
sh.605318,法狮龙,98.65,124.22
sh.605319,无锡振华,25.28,92.29
sh.605333,沪光股份,23.15,108.42
sh.605338,巴比食品,20.98,53.08
sh.605339,南侨食品,16.71,70.58
sh.605358,立昂微,51.26,356.67
sh.605365,立达信,18.42,104.29
sh.605366,宏柏新材,11.81,93.39
sh.605368,蓝天燃气,7.41,53.77
sh.605376,博迁新材,139.36,336.77
sh.605377,华旺科技,9.08,52.65
sh.605389,长龄液压,114.0,162.35
sh.605488,福莱新材,38.44,102.17
sh.605499,东鹏饮料,147.23,991.01
sh.605507,国邦医药,22.16,126.61
sh.605555,德昌股份,16.52,79.76
sh.605580,恒盛能源,20.09,59.56
sh.605589,圣泉集团,43.96,377.79
sh.605598,上海港湾,52.81,131.51
sh.605599,菜百股份,16.21,129.19
sz.000001,平安银行,10.7,2108.95
sz.000006,深振业A,10.46,143.27
sz.000009,中国宝安,7.75,202.43
sz.000021,深科技,36.37,579.94
sz.000025,特力A,14.62,59.96
sz.000026,飞亚达,23.23,78.02
sz.000027,深圳能源,7.25,353.36
sz.000028,国药一致,23.9,114.88
sz.000029,深深房A,24.67,253.46
sz.000032,深桑达A,19.13,220.87
sz.000034,神州数码,28.01,252.61
sz.000035,中国天楹,6.03,142.52
sz.000039,中集集团,10.19,264.07
sz.000042,中洲控股,10.02,67.86
sz.000045,深纺织A,11.81,55.4
sz.000048,京基智农,13.68,75.08
sz.000049,德赛电池,26.42,103.31
sz.000050,深天马A,7.6,184.83
sz.000058,深赛格,7.53,77.39
sz.000060,中金岭南,6.88,324.07
sz.000061,农产品,6.48,120.59
sz.000062,深圳华强,33.23,343.72
sz.000063,中兴通讯,34.83,1494.45
sz.000065,北方国际,12.2,121.62
sz.000066,中国长城,20.3,667.88
sz.000070,特发信息,17.99,163.91
sz.000089,深圳机场,6.73,138.62
sz.000099,中信海直,16.85,131.51
sz.000155,川能动力,14.38,291.43
sz.000156,华数传媒,7.25,127.27
sz.000157,中联重科,7.27,520.09
sz.000158,常山北明,15.42,261.84
sz.000301,东方盛虹,12.52,843.36
sz.000333,美的集团,81.5,5626.05
sz.000338,潍柴动力,32.28,1666.34
sz.000400,许继电气,25.93,269.77
sz.000403,派林生物,11.55,102.84
sz.000404,长虹华意,9.87,63.12
sz.000408,藏格矿业,78.19,1271.68
sz.000409,云鼎科技,9.5,57.8
sz.000411,英特集团,11.91,67.1
sz.000417,合百集团,9.31,67.29
sz.000422,湖北宜化,14.41,157.89
sz.000423,东阿阿胶,49.65,328.96
sz.000425,徐工机械,9.57,869.92
sz.000426,兴业银锡,39.86,749.08
sz.000429,粤高速A,13.24,170.79
sz.000501,武商集团,7.67,59.94
sz.000503,国新健康,7.28,74.57
sz.000506,招金黄金,13.95,131.75
sz.000510,新金路,13.58,83.97
sz.000513,丽珠集团,31.01,176.61
sz.000519,中兵红箭,16.82,243.3
sz.000524,岭南控股,9.17,63.06
sz.000528,柳工,9.09,188.8
sz.000531,穗恒运A,6.97,65.52
sz.000533,顺钠股份,12.11,91.1
sz.000534,万泽股份,35.76,187.8
sz.000537,绿发电力,10.19,221.54
sz.000538,云南白药,50.13,901.62
sz.000539,粤电力A,6.44,173.98
sz.000543,皖能电力,8.46,195.15
sz.000544,中原环保,8.03,79.8
sz.000547,航天发展,23.41,395.14
sz.000550,江铃汽车,17.7,93.8
sz.000551,创元科技,17.34,84.17
sz.000553,安道麦A,6.42,146.74
sz.000555,神州信息,13.0,133.5
sz.000559,万向钱潮,18.09,593.28
sz.000561,烽火电子,8.79,71.58
sz.000567,海德股份,6.18,123.88
sz.000568,泸州老窖,91.42,1346.82
sz.000581,威孚高科,19.86,158.44
sz.000582,北部湾港,12.56,269.25
sz.000592,平潭发展,10.0,199.75
sz.000593,德龙汇能,23.45,86.26
sz.000596,古井贡酒,94.99,396.09
sz.000598,兴蓉环境,6.55,196.21
sz.000600,建投能源,10.13,110.76
sz.000601,韶能股份,7.26,80.86
sz.000603,盛达资源,32.4,225.43
sz.000612,焦作万方,11.85,143.35
sz.000617,中油资本,8.25,1095.08
sz.000623,吉林敖东,17.52,213.26
sz.000625,长安汽车,8.47,712.62
sz.000628,高新发展,58.06,119.54
sz.000636,风华高科,34.2,363.7
sz.000651,格力电器,38.86,2194.88
sz.000657,中钨高新,56.71,814.73
sz.000661,长春高新,80.6,330.33
sz.000670,盈方微,8.09,68.61
sz.000672,上峰水泥,18.09,176.17
sz.000676,智度股份,6.8,89.85
sz.000678,襄阳轴承,12.35,59.55
sz.000680,山推股份,11.56,152.47
sz.000681,视觉中国,20.57,148.16
sz.000682,东方电子,13.26,183.06
sz.000683,博源化工,7.47,262.55
sz.000685,中山公用,12.34,152.61
sz.000686,东北证券,8.11,192.46
sz.000688,国城矿业,43.65,493.36
sz.000697,炼石航空,11.73,78.76
sz.000700,模塑科技,15.09,129.5
sz.000703,恒逸石化,14.02,557.24
sz.000708,中信特钢,14.05,735.23
sz.000712,锦龙股份,10.39,97.69
sz.000719,中原传媒,13.7,92.91
sz.000722,湖南发展,13.53,66.98
sz.000728,国元证券,7.29,311.7
sz.000729,燕京啤酒,12.43,313.33
sz.000733,振华科技,45.72,255.21
sz.000737,北方铜业,13.51,268.75
sz.000738,航发控制,21.09,282.95
sz.000739,普洛药业,16.98,193.5
sz.000756,新华制药,14.09,71.1
sz.000758,中色股份,6.72,138.53
sz.000762,西藏矿业,31.25,170.04
sz.000766,通化金马,23.07,221.73
sz.000768,中航西飞,22.32,645.05
sz.000776,广发证券,19.32,1161.8
sz.000777,中核科技,18.35,73.67
sz.000783,长江证券,8.37,468.5
sz.000786,北新建材,23.89,416.0
sz.000791,甘肃能源,8.98,180.52
sz.000792,盐湖股份,32.28,1752.29
sz.000795,英洛华,8.89,103.75
sz.000799,酒鬼酒,41.77,136.4
sz.000800,一汽解放,6.14,306.63
sz.000801,四川九洲,13.5,135.92
sz.000807,云铝股份,29.99,1039.05
sz.000810,创维数字,12.56,139.28
sz.000811,冰轮环境,35.19,345.48
sz.000815,美利云,18.65,142.79
sz.000818,航锦科技,14.62,106.67
sz.000819,岳阳兴长,15.35,58.89
sz.000823,超声电子,15.23,86.11
sz.000828,东莞控股,10.02,105.18
sz.000829,天音控股,9.53,102.99
sz.000830,鲁西化工,13.43,273.49
sz.000831,中国稀土,51.16,564.11
sz.000833,粤桂股份,25.27,124.85
sz.000837,秦川机床,12.68,125.57
sz.000848,承德露露,8.69,89.76
sz.000852,石化机械,6.37,65.5
sz.000858,五粮液,85.35,3342.05
sz.000859,国风新材,10.34,88.2
sz.000860,顺鑫农业,11.54,87.87
sz.000869,张裕A,19.18,87.27
sz.000875,电投绿能,6.26,221.25
sz.000876,新希望,8.15,372.31
sz.000878,云南铜业,17.29,362.57
sz.000880,潍柴重机,34.21,75.56
sz.000881,中广核技,7.6,71.05
sz.000885,城发环境,13.42,88.24
sz.000887,中鼎股份,19.16,244.88
sz.000888,峨眉山A,10.69,57.21
sz.000890,法尔胜,11.65,50.57
sz.000893,亚钾国际,47.13,403.55
sz.000895,双汇发展,25.88,912.7
sz.000899,赣能股份,12.83,129.67
sz.000901,航天科技,21.17,175.38
sz.000902,新洋丰,14.16,164.84
sz.000905,厦门港务,9.99,78.85
sz.000913,钱江摩托,12.22,64.99
sz.000915,华特达因,27.82,65.49
sz.000917,电广传媒,8.01,118.4
sz.000920,沃顿科技,10.76,52.44
sz.000921,海信家电,24.21,224.01
sz.000922,佳电股份,13.15,93.49
sz.000923,河钢资源,15.31,101.12
sz.000925,众合科技,8.18,59.88
sz.000928,中钢国际,6.35,92.62
sz.000933,神火股份,30.14,672.88
sz.000935,四川双马,31.46,246.27
sz.000936,华西股份,6.98,66.73
sz.000938,紫光股份,29.25,911.35
sz.000948,南天信息,14.03,57.18
sz.000949,新乡化纤,7.27,128.33
sz.000950,重药控股,6.12,112.48
sz.000951,中国重汽,20.8,251.07
sz.000957,中通客车,11.08,67.51
sz.000958,电投产融,6.08,328.85
sz.000960,锡业股份,36.29,604.88
sz.000962,东方钽业,56.59,276.4
sz.000963,华东医药,29.64,531.75
sz.000967,盈峰环境,12.05,430.46
sz.000968,蓝焰控股,7.86,79.91
sz.000969,安泰科技,22.17,224.74
sz.000970,中科三环,11.62,145.29
sz.000973,佛塑科技,15.44,160.8
sz.000975,山金国际,23.37,612.24
sz.000977,浪潮信息,66.31,1035.59
sz.000983,山西焦煤,6.4,376.14
sz.000987,越秀资本,8.26,422.13
sz.000988,华工科技,153.96,1524.69
sz.000989,九芝堂,8.38,59.93
sz.000990,诚志股份,10.1,131.57
sz.000993,闽东电力,13.13,59.24
sz.000997,新大陆,22.55,230.96
sz.000998,隆平高科,8.42,114.48
sz.000999,华润三九,24.65,412.46
sz.001203,大中矿业,41.36,543.83
sz.001207,联科科技,19.27,60.89
sz.001208,华菱线缆,17.22,59.37
sz.001212,中旗新材,54.95,98.54
sz.001236,弘业期货,9.1,71.8
sz.001258,立新能源,10.33,93.84
sz.001267,汇绿生态,57.4,383.49
sz.001270,铖昌科技,146.5,297.55
sz.001280,中国铀业,75.98,122.0
sz.001283,豪鹏科技,76.73,59.36
sz.001286,陕西能源,11.4,156.81
sz.001287,中电港,26.79,216.29
sz.001289,龙源电力,16.93,877.43
sz.001298,好上好,22.4,94.95
sz.001301,尚太科技,89.37,152.91
sz.001308,康冠科技,21.15,101.8
sz.001313,粤海饲料,9.24,64.11
sz.001314,亿道信息,52.4,67.69
sz.001316,润贝航科,41.49,62.69
sz.001322,箭牌家居,7.15,57.72
sz.001323,慕思股份,22.2,71.99
sz.001330,博纳影业,9.47,110.77
sz.001331,胜通能源,61.37,113.83
sz.001337,四川黄金,54.98,234.0
sz.001338,永顺泰,11.68,59.96
sz.001339,智微智能,108.25,135.3
sz.001389,广合科技,178.9,272.95
sz.001393,维通利,91.87,50.31
sz.001400,江顺科技,164.82,57.42
sz.001696,宗申动力,16.03,145.78
sz.001872,招商港口,22.68,518.86
sz.001896,豫能控股,16.37,235.57
sz.001914,招商积余,9.77,104.35
sz.001965,招商公路,10.12,677.45
sz.001979,招商蛇口,8.55,746.86
sz.002001,新和成,30.64,963.11
sz.002003,伟星股份,9.32,98.75
sz.002006,精工科技,18.2,97.4
sz.002007,华兰生物,13.93,220.78
sz.002008,大族激光,142.59,1354.41
sz.002009,天奇股份,26.35,97.25
sz.002011,盾安环境,12.37,135.22
sz.002014,永新股份,11.11,67.95
sz.002015,协鑫能科,20.14,350.94
sz.002017,东信和平,17.72,107.94
sz.002019,亿帆医药,10.38,89.04
sz.002020,京新药业,14.14,102.86
sz.002023,海特高新,12.3,98.2
sz.002025,航天电器,72.22,324.45
sz.002026,山东威达,12.63,56.51
sz.002028,思源电气,198.82,1200.44
sz.002029,七匹狼,9.71,68.66
sz.002030,达安基因,6.48,92.26
sz.002031,巨轮智能,7.26,151.57
sz.002032,苏泊尔,50.05,390.22
sz.002034,旺能环境,21.18,113.86
sz.002036,联创电子,9.36,92.21
sz.002038,双鹭药业,6.07,52.79
sz.002039,黔源电力,20.13,87.09
sz.002040,南京港,9.96,50.05
sz.002041,登海种业,8.83,82.64
sz.002043,兔宝宝,13.19,112.73
sz.002045,国光电器,10.77,62.67
sz.002046,国机精工,49.99,278.02
sz.002048,宁波华翔,28.65,205.47
sz.002049,紫光国微,77.89,675.06
sz.002050,三花智控,52.83,1920.65
sz.002051,中工国际,10.73,131.82
sz.002052,同洲电子,10.76,77.98
sz.002053,云南能投,11.45,111.57
sz.002056,横店东磁,19.73,319.04
sz.002057,中钢天源,9.03,71.13
sz.002062,宏润建设,9.61,109.17
sz.002063,远光软件,6.31,114.87
sz.002064,华峰化学,10.26,533.11
sz.002065,东华软件,8.02,242.29
sz.002066,瑞泰科技,26.01,61.22
sz.002068,黑猫股份,10.03,75.29
sz.002073,软控股份,6.0,61.96
sz.002074,国轩高科,34.86,624.47
sz.002077,大港股份,17.79,102.48
sz.002078,太阳纸业,12.98,372.33
sz.002079,苏州固锝,12.31,102.88
sz.002080,中材科技,64.8,1098.11
sz.002083,孚日股份,10.19,98.79
sz.002085,万丰奥威,13.2,286.29
sz.002091,江苏国泰,8.98,143.48
sz.002093,国脉科技,7.88,82.05
sz.002096,易普力,10.35,133.05
sz.002097,山河智能,9.13,101.57
sz.002100,天康生物,7.16,98.97
sz.002101,广东鸿图,9.37,63.21
sz.002104,恒宝股份,13.25,81.87
sz.002106,莱宝高科,10.8,77.08
sz.002111,威海广泰,10.87,54.96
sz.002112,三变科技,18.8,53.19
sz.002115,三维通信,12.97,105.05
sz.002117,东港股份,9.61,52.38
sz.002119,康强电子,22.73,89.26
sz.002120,韵达股份,7.22,209.08
sz.002121,科陆电子,6.93,100.81
sz.002123,梦网科技,9.63,70.1
sz.002125,湘潭电化,14.03,90.22
sz.002126,银轮股份,59.66,429.24
sz.002128,电投能源,29.11,669.8
sz.002129,TCL中环,9.12,387.38
sz.002130,沃尔核材,20.46,248.73
sz.002131,利欧股份,6.63,407.8
sz.002134,天津普林,28.93,74.45
sz.002135,东南网架,8.57,89.4
sz.002138,顺络电子,39.9,289.53
sz.002139,拓邦股份,11.04,118.98
sz.002140,东华科技,10.3,75.66
sz.002142,宁波银行,31.53,2077.03
sz.002149,西部材料,70.15,341.72
sz.002150,正泰电源,33.99,114.18
sz.002151,北斗星通,38.28,178.05
sz.002152,广电运通,11.16,286.8
sz.002153,石基信息,8.76,148.26
sz.002155,湖南黄金,24.69,402.45
sz.002156,通富微电,61.76,909.58
sz.002158,汉钟精机,33.73,177.83
sz.002161,远望谷,6.47,50.31
sz.002163,海南发展,10.86,91.62
sz.002164,宁波东力,14.95,69.59
sz.002165,红宝丽,7.86,66.11
sz.002166,莱茵生物,8.59,64.94
sz.002167,东方锆业,11.96,92.43
sz.002169,智光电气,17.8,121.72
sz.002170,芭田股份,11.9,97.31
sz.002171,楚江新材,10.82,186.6
sz.002173,创新医疗,23.38,101.16
sz.002174,游族网络,12.21,116.2
sz.002176,江特电机,12.73,224.36
sz.002177,御银股份,7.77,53.83
sz.002179,中航光电,40.8,847.04
sz.002180,奔图科技,17.15,242.53
sz.002181,粤传媒,13.65,188.4
sz.002182,宝武镁业,15.09,134.12
sz.002183,怡亚通,6.68,187.61
sz.002185,华天科技,15.19,495.07
sz.002189,中光学,22.1,59.23
sz.002190,成飞集成,29.7,112.9
sz.002192,融捷股份,85.79,233.43
sz.002194,武汉凡谷,12.12,65.22
sz.002195,岩山科技,8.08,477.18
sz.002196,方正电机,16.46,78.48
sz.002201,九鼎新材,11.59,74.14
sz.002202,金风科技,24.73,853.81
sz.002203,海亮股份,20.0,459.07
sz.002204,大连重工,6.1,120.88
sz.002208,合肥城建,23.29,187.66
sz.002212,天融信,7.17,86.09
sz.002213,大为股份,38.33,83.99
sz.002215,诺普信,9.4,78.82
sz.002216,三全食品,13.47,86.26
sz.002221,东华能源,7.35,114.76
sz.002222,福晶科技,100.58,493.42
sz.002223,鱼跃医疗,27.36,265.82
sz.002229,鸿博股份,15.41,83.95
sz.002230,科大讯飞,47.2,1058.82
sz.002232,启明信息,17.57,73.41
sz.002233,塔牌集团,8.25,98.94
sz.002235,安妮股份,10.31,62.23
sz.002236,大华股份,17.57,428.42
sz.002237,恒邦股份,13.9,175.03
sz.002238,天威视讯,7.04,58.91
sz.002240,盛新锂能,48.98,463.08
sz.002241,歌尔股份,24.94,799.81
sz.002242,九阳股份,9.88,79.8
sz.002243,力合科创,8.6,108.09
sz.002244,滨江集团,10.14,288.69
sz.002245,蔚蓝锂芯,18.55,296.8
sz.002246,北化股份,22.64,130.49
sz.002249,大洋电机,9.85,183.95
sz.002250,联化科技,14.39,135.34
sz.002254,泰和新材,14.5,123.19
sz.002255,海陆重工,10.3,68.85
sz.002258,利尔化学,11.79,97.98
sz.002261,拓维信息,32.27,386.96
sz.002262,恩华药业,20.74,183.53
sz.002265,建设工业,22.46,236.96
sz.002267,陕天然气,7.62,86.12
sz.002268,电科网安,14.98,130.63
sz.002270,华明装备,22.91,215.64
sz.002271,东方雨虹,14.12,275.91
sz.002272,川润股份,22.45,89.75
sz.002273,水晶光电,36.67,521.98
sz.002274,华昌化工,6.0,59.04
sz.002275,桂林三金,13.6,77.29
sz.002276,万马股份,12.88,133.93
sz.002277,友阿股份,6.65,90.92
sz.002279,久其软件,7.12,60.03
sz.002281,光迅科技,217.3,1675.65
sz.002283,天润工业,11.48,121.09
sz.002284,亚太股份,13.09,93.25
sz.002287,奇正藏药,21.9,126.7
sz.002290,禾盛新材,97.55,232.26
sz.002291,遥望科技,6.36,58.59
sz.002292,奥飞娱乐,7.78,81.86
sz.002293,罗莱生活,10.66,91.69
sz.002294,信立泰,36.3,397.78
sz.002297,博云新材,24.71,142.76
sz.002298,中电鑫龙,10.58,75.27
sz.002299,圣农发展,17.22,215.93
sz.002300,太阳电缆,9.23,72.19
sz.002301,齐心集团,8.33,59.97
sz.002304,洋河股份,44.6,683.22
sz.002311,海大集团,45.13,760.89
sz.002312,川发龙蟒,9.73,189.29
sz.002315,焦点科技,29.65,81.0
sz.002317,众生药业,23.98,177.13
sz.002318,久立特材,26.59,263.8
sz.002320,海峡股份,7.93,180.91
sz.002324,普利特,13.41,110.42
sz.002326,永太科技,22.68,185.8
sz.002328,新朋股份,9.6,57.79
sz.002332,仙琚制药,8.58,85.43
sz.002334,英威腾,8.76,66.86
sz.002335,科华数据,62.22,303.42
sz.002338,奥普光电,62.61,155.13
sz.002340,格林美,8.07,424.15
sz.002342,巨力索具,12.79,153.36
sz.002345,潮宏基,9.21,83.8
sz.002346,柘中股份,20.35,81.47
sz.002348,高乐股份,13.31,126.63
sz.002349,精华制药,7.06,58.3
sz.002350,北京科锐,15.79,88.54
sz.002351,漫步者,10.97,58.81
sz.002352,顺丰控股,35.48,1696.21
sz.002353,杰瑞股份,132.98,953.04
sz.002354,天娱数科,6.8,112.41
sz.002358,森源电气,6.61,66.66
sz.002361,神剑股份,17.3,147.88
sz.002364,中恒电气,49.17,279.7
sz.002366,融发核电,7.09,137.48
sz.002368,太极股份,16.18,103.98
sz.002372,伟星新材,9.9,148.52
sz.002373,千方科技,8.47,119.63
sz.002376,新北洋,6.82,55.64
sz.002378,章源钨业,28.1,348.74
sz.002379,宏桥控股,20.66,237.63
sz.002380,科远智慧,47.35,63.14
sz.002382,蓝帆医疗,6.59,66.77
sz.002383,合众思壮,8.5,65.9
sz.002384,东山精密,206.97,2945.6
sz.002386,天原股份,6.07,83.29
sz.002387,维信诺,8.64,117.65
sz.002389,航天彩虹,20.62,209.68
sz.002392,北京利尔,8.96,116.76
sz.002396,星网锐捷,30.7,186.55
sz.002399,海普瑞,10.2,128.2
sz.002400,省广集团,8.37,153.36
sz.002401,中远海科,14.0,54.29
sz.002402,和而泰,30.3,258.74
sz.002405,四维图新,9.53,220.97
sz.002407,多氟多,40.81,414.64
sz.002409,雅克科技,113.9,368.47
sz.002410,广联达,10.07,161.06
sz.002413,雷科防务,11.39,159.92
sz.002414,高德红外,13.67,476.04
sz.002415,海康威视,31.63,2981.02
sz.002416,爱施德,11.86,150.45
sz.002422,科伦药业,32.39,414.04
sz.002423,中粮资本,9.33,220.27
sz.002428,云南锗业,83.8,591.82
sz.002429,兆驰股份,12.21,581.04
