code,industry
sz.001208,电气机械和器材制造业
sz.001209,纺织服装、服饰业
sz.001210,电力、热力生产和供应业
sz.001211,木材加工和木、竹、藤、棕、草制品业
sz.001212,非金属矿物制品业
sz.001213,铁路运输业
sz.001215,食品制造业
sz.001216,非金属矿物制品业
sz.001217,化学原料和化学制品制造业
sz.001218,化学原料和化学制品制造业
sz.001219,食品制造业
sz.001220,道路运输业
sz.001221,金属制品业
sz.001222,其他制造业
sz.001223,专用设备制造业
sz.001225,通用设备制造业
sz.001226,通用设备制造业
sz.001227,货币金融服务
sz.001228,商务服务业
sz.001229,计算机、通信和其他电子设备制造业
sz.001230,公共设施管理业
sz.001231,化学原料和化学制品制造业
sz.001233,橡胶和塑料制品业
sz.001234,纺织服装、服饰业
sz.001236,资本市场服务
sz.001237,电气机械和器材制造业
sz.001238,家具制造业
sz.001239,金属制品业
sz.001255,化学原料和化学制品制造业
sz.001256,专用设备制造业
sz.001257,有色金属矿采选业
sz.001258,电力、热力生产和供应业
sz.001259,电气机械和器材制造业
sz.001260,汽车制造业
sz.001266,仪器仪表制造业
sz.001267,计算机、通信和其他电子设备制造业
sz.001268,通用设备制造业
sz.001269,废弃资源综合利用业
sz.001270,计算机、通信和其他电子设备制造业
sz.001277,金属制品、机械和设备修理业
sz.001278,汽车制造业
sz.001279,印刷和记录媒介复制业
sz.001280,有色金属矿采选业
sz.001282,汽车制造业
sz.001283,电气机械和器材制造业
sz.001285,计算机、通信和其他电子设备制造业
sz.001286,电力、热力生产和供应业
sz.001287,批发业
sz.001288,通用设备制造业
sz.001289,电力、热力生产和供应业
sz.001296,非金属矿物制品业
sz.001298,批发业
sz.001299,燃气生产和供应业
sz.001300,文教、工美、体育和娱乐用品制造业
sz.001301,非金属矿物制品业
sz.001306,通用设备制造业
sz.001308,计算机、通信和其他电子设备制造业
sz.001309,计算机、通信和其他电子设备制造业
sz.001311,汽车制造业
sz.001312,纺织业
sz.001313,农副食品加工业
sz.001314,计算机、通信和其他电子设备制造业
sz.001316,批发业
sz.001317,多式联运和运输代理业
sz.001318,食品制造业
sz.001319,汽车制造业
sz.001322,非金属矿物制品业
sz.001323,家具制造业
sz.001324,铁路、船舶、航空航天和其他运输设备制造业
sz.001325,橡胶和塑料制品业
sz.001326,电气机械和器材制造业
sz.001328,化学原料和化学制品制造业
sz.001330,广播、电视、电影和录音制作业
sz.001331,燃气生产和供应业
sz.001332,金属制品业
sz.001333,化学原料和化学制品制造业
sz.001335,批发业
sz.001336,专用设备制造业
sz.001337,有色金属矿采选业
sz.001338,酒、饮料和精制茶制造业
sz.001339,计算机、通信和其他电子设备制造业
sz.001356,橡胶和塑料制品业
sz.001358,化学原料和化学制品制造业
sz.001359,非金属矿物制品业
sz.001360,专用设备制造业
sz.001365,汽车制造业
sz.001366,农副食品加工业
sz.001367,医药制造业
sz.001368,橡胶和塑料制品业
sz.001369,化学原料和化学制品制造业
sz.001373,计算机、通信和其他电子设备制造业
sz.001376,电力、热力生产和供应业
sz.001378,橡胶和塑料制品业
sz.001379,通用设备制造业
sz.001380,通用设备制造业
sz.001382,电气机械和器材制造业
sz.001386,非金属矿物制品业
sz.001387,电气机械和器材制造业
sz.001388,计算机、通信和其他电子设备制造业
sz.001389,计算机、通信和其他电子设备制造业
sz.001390,皮革、毛皮、羽毛及其制品和制鞋业
sz.001391,航空运输业
sz.001393,电气机械和器材制造业
sz.001395,专用设备制造业
sz.001396,专业技术服务业
sz.001400,专用设备制造业
sz.001696,通用设备制造业
sz.001872,水上运输业
sz.001896,电力、热力生产和供应业
sz.001914,房地产业
sz.001965,道路运输业
sz.001979,房地产业
sz.002001,医药制造业
sz.002003,纺织服装、服饰业
sz.002004,化学原料和化学制品制造业
sz.002005,电气机械和器材制造业
sz.002006,专用设备制造业
sz.002007,医药制造业
sz.002008,专用设备制造业
sz.002009,专用设备制造业
sz.002010,商务服务业
sz.002011,通用设备制造业
sz.002012,造纸和纸制品业
sz.002014,橡胶和塑料制品业
sz.002015,电力、热力生产和供应业
sz.002016,房地产业
sz.002017,计算机、通信和其他电子设备制造业
sz.002019,医药制造业
sz.002020,医药制造业
sz.002021,专用设备制造业
sz.002022,医药制造业
sz.002023,金属制品、机械和设备修理业
sz.002024,零售业
sz.002025,计算机、通信和其他电子设备制造业
sz.002026,电气机械和器材制造业
sz.002027,商务服务业
sz.002028,电气机械和器材制造业
sz.002029,纺织服装、服饰业
sz.002030,医药制造业
sz.002031,专用设备制造业
sz.002032,电气机械和器材制造业
sz.002033,公共设施管理业
sz.002034,电力、热力生产和供应业
sz.002035,电气机械和器材制造业
sz.002036,计算机、通信和其他电子设备制造业
sz.002037,化学原料和化学制品制造业
sz.002038,医药制造业
sz.002039,电力、热力生产和供应业
sz.002040,水上运输业
sz.002041,农、林、牧、渔专业及辅助性活动
sz.002042,纺织业
sz.002043,木材加工和木、竹、藤、棕、草制品业
sz.002044,卫生
sz.002045,计算机、通信和其他电子设备制造业
sz.002046,通用设备制造业
sz.002047,建筑装饰、装修和其他建筑业
sz.002048,汽车制造业
sz.002049,计算机、通信和其他电子设备制造业
sz.002050,通用设备制造业
sz.002051,土木工程建筑业
sz.002052,计算机、通信和其他电子设备制造业
sz.002053,电力、热力生产和供应业
sz.002054,化学原料和化学制品制造业
sz.002055,计算机、通信和其他电子设备制造业
sz.002056,电气机械和器材制造业
sz.002057,化学原料和化学制品制造业
sz.002058,仪器仪表制造业
sz.002059,公共设施管理业
sz.002060,土木工程建筑业
sz.002061,土木工程建筑业
sz.002062,土木工程建筑业
sz.002063,软件和信息技术服务业
sz.002064,化学纤维制造业
sz.002065,软件和信息技术服务业
sz.002066,非金属矿物制品业
sz.002067,造纸和纸制品业
sz.002068,化学原料和化学制品制造业
sz.002069,渔业
sz.002072,批发业
sz.002073,专用设备制造业
sz.002074,电气机械和器材制造业
sz.002075,黑色金属冶炼和压延加工业
sz.002076,电气机械和器材制造业
sz.002077,计算机、通信和其他电子设备制造业
sz.002078,造纸和纸制品业
sz.002079,计算机、通信和其他电子设备制造业
sz.002080,非金属矿物制品业
sz.002081,建筑装饰、装修和其他建筑业
sz.002082,医药制造业
sz.002083,纺织业
sz.002084,金属制品业
sz.002085,汽车制造业
sz.002086,渔业
sz.002088,非金属矿物制品业
sz.002090,电气机械和器材制造业
sz.002091,批发业
sz.002092,化学原料和化学制品制造业
sz.002093,软件和信息技术服务业
sz.002094,化学原料和化学制品制造业
sz.002095,互联网和相关服务
sz.002096,化学原料和化学制品制造业
sz.002097,专用设备制造业
sz.002098,其他制造业
sz.002099,医药制造业
sz.002100,农副食品加工业
sz.002101,汽车制造业
sz.002102,医药制造业
sz.002103,文教、工美、体育和娱乐用品制造业
sz.002104,计算机、通信和其他电子设备制造业
sz.002105,铁路、船舶、航空航天和其他运输设备制造业
sz.002106,计算机、通信和其他电子设备制造业
sz.002107,医药制造业
sz.002108,橡胶和塑料制品业
sz.002109,化学原料和化学制品制造业
sz.002110,黑色金属冶炼和压延加工业
sz.002111,专用设备制造业
sz.002112,电气机械和器材制造业
sz.002114,有色金属冶炼和压延加工业
sz.002115,商务服务业
sz.002116,土木工程建筑业
sz.002117,印刷和记录媒介复制业
sz.002119,计算机、通信和其他电子设备制造业
sz.002120,邮政业
sz.002121,仪器仪表制造业
sz.002122,通用设备制造业
sz.002123,软件和信息技术服务业
sz.002124,畜牧业
sz.002125,化学原料和化学制品制造业
sz.002126,汽车制造业
sz.002127,商务服务业
sz.002128,煤炭开采和洗选业
sz.002129,电气机械和器材制造业
sz.002130,计算机、通信和其他电子设备制造业
sz.002131,商务服务业
sz.002132,金属制品业
sz.002133,房地产业
sz.002134,计算机、通信和其他电子设备制造业
sz.002135,金属制品业
sz.002136,化学原料和化学制品制造业
sz.002137,电气机械和器材制造业
sz.002138,计算机、通信和其他电子设备制造业
sz.002139,电气机械和器材制造业
sz.002140,土木工程建筑业
sz.002141,电气机械和器材制造业
sz.002142,货币金融服务
sz.002144,纺织业
sz.002145,化学原料和化学制品制造业
sz.002146,房地产业
sz.002148,软件和信息技术服务业
sz.002149,有色金属冶炼和压延加工业
sz.002150,电气机械和器材制造业
sz.002151,计算机、通信和其他电子设备制造业
sz.002152,计算机、通信和其他电子设备制造业
sz.002153,软件和信息技术服务业
sz.002154,纺织服装、服饰业
sz.002155,有色金属矿采选业
sz.002156,计算机、通信和其他电子设备制造业
sz.002157,畜牧业
sz.002158,通用设备制造业
sz.002159,公共设施管理业
sz.002160,有色金属冶炼和压延加工业
sz.002161,计算机、通信和其他电子设备制造业
sz.002162,非金属矿物制品业
sz.002163,建筑装饰、装修和其他建筑业
sz.002164,通用设备制造业
sz.002165,化学原料和化学制品制造业
sz.002166,医药制造业
sz.002167,有色金属冶炼和压延加工业
sz.002168,电气机械和器材制造业
sz.002169,电气机械和器材制造业
sz.002170,化学原料和化学制品制造业
sz.002171,有色金属冶炼和压延加工业
sz.002172,卫生
sz.002173,卫生
sz.002174,互联网和相关服务
sz.002175,仪器仪表制造业
sz.002176,有色金属冶炼和压延加工业
sz.002177,专用设备制造业
sz.002178,软件和信息技术服务业
sz.002179,计算机、通信和其他电子设备制造业
sz.002180,计算机、通信和其他电子设备制造业
sz.002181,商务服务业
sz.002182,有色金属冶炼和压延加工业
sz.002183,商务服务业
sz.002184,电气机械和器材制造业
sz.002185,计算机、通信和其他电子设备制造业
sz.002186,餐饮业
sz.002187,零售业
sz.002188,房地产业
sz.002189,计算机、通信和其他电子设备制造业
sz.002190,汽车制造业
sz.002191,印刷和记录媒介复制业
sz.002192,有色金属矿采选业
sz.002193,纺织服装、服饰业
sz.002194,计算机、通信和其他电子设备制造业
sz.002195,互联网和相关服务
sz.002196,电气机械和器材制造业
sz.002197,软件和信息技术服务业
sz.002198,医药制造业
sz.002199,计算机、通信和其他电子设备制造业
sz.002200,土木工程建筑业
sz.002201,非金属矿物制品业
sz.002202,通用设备制造业
sz.002203,有色金属冶炼和压延加工业
sz.002204,通用设备制造业
sz.002205,非金属矿物制品业
sz.002206,化学纤维制造业
sz.002207,开采专业及辅助性活动
sz.002208,房地产业
sz.002209,专用设备制造业
sz.002210,商务服务业
sz.002211,化学原料和化学制品制造业
sz.002212,软件和信息技术服务业
sz.002213,计算机、通信和其他电子设备制造业
sz.002214,计算机、通信和其他电子设备制造业
sz.002215,化学原料和化学制品制造业
sz.002216,食品制造业
sz.002217,计算机、通信和其他电子设备制造业
sz.002218,电气机械和器材制造业
sz.002219,卫生
sz.002221,批发业
sz.002222,计算机、通信和其他电子设备制造业
sz.002223,专用设备制造业
sz.002224,橡胶和塑料制品业
sz.002225,非金属矿物制品业
sz.002226,化学原料和化学制品制造业
sz.002227,电气机械和器材制造业
sz.002228,造纸和纸制品业
sz.002229,印刷和记录媒介复制业
sz.002230,软件和信息技术服务业
sz.002232,软件和信息技术服务业
sz.002233,非金属矿物制品业
sz.002234,畜牧业
sz.002235,造纸和纸制品业
sz.002236,计算机、通信和其他电子设备制造业
sz.002237,有色金属冶炼和压延加工业
sz.002238,电信、广播电视和卫星传输服务
sz.002239,汽车制造业
sz.002240,有色金属冶炼和压延加工业
sz.002241,计算机、通信和其他电子设备制造业
sz.002242,电气机械和器材制造业
sz.002243,橡胶和塑料制品业
sz.002244,房地产业
sz.002245,电气机械和器材制造业
sz.002246,化学原料和化学制品制造业
sz.002247,造纸和纸制品业
sz.002248,通用设备制造业
sz.002249,电气机械和器材制造业
sz.002250,化学原料和化学制品制造业
sz.002251,零售业
sz.002252,医药制造业
sz.002253,软件和信息技术服务业
sz.002254,化学纤维制造业
sz.002255,通用设备制造业
sz.002256,电力、热力生产和供应业
sz.002258,化学原料和化学制品制造业
sz.002259,燃气生产和供应业
sz.002261,软件和信息技术服务业
sz.002262,医药制造业
sz.002263,橡胶和塑料制品业
sz.002264,互联网和相关服务
sz.002265,汽车制造业
sz.002266,生态保护和环境治理业
sz.002267,燃气生产和供应业
sz.002268,软件和信息技术服务业
sz.002269,纺织服装、服饰业
sz.002270,电气机械和器材制造业
sz.002271,非金属矿物制品业
sz.002272,通用设备制造业
sz.002273,计算机、通信和其他电子设备制造业
sz.002274,化学原料和化学制品制造业
sz.002275,医药制造业
sz.002276,电气机械和器材制造业
sz.002277,零售业
sz.002278,专用设备制造业
sz.002279,软件和信息技术服务业
sz.002281,计算机、通信和其他电子设备制造业
sz.002282,非金属矿物制品业
sz.002283,汽车制造业
sz.002284,汽车制造业
sz.002285,房地产业
sz.002286,农副食品加工业
sz.002287,医药制造业
sz.002289,计算机、通信和其他电子设备制造业
sz.002290,电气机械和器材制造业
sz.002291,互联网和相关服务
sz.002292,文教、工美、体育和娱乐用品制造业
sz.002293,纺织业
sz.002294,医药制造业
sz.002295,有色金属冶炼和压延加工业
sz.002296,电气机械和器材制造业
sz.002297,金属制品业
sz.002298,电气机械和器材制造业
sz.002299,农副食品加工业
sz.002300,电气机械和器材制造业
sz.002301,文教、工美、体育和娱乐用品制造业
sz.002302,非金属矿物制品业
sz.002303,造纸和纸制品业
sz.002304,酒、饮料和精制茶制造业
sz.002305,房地产业
sz.002306,餐饮业
sz.002307,土木工程建筑业
sz.002309,电气机械和器材制造业
sz.002310,电力、热力生产和供应业
sz.002311,农副食品加工业
sz.002312,化学原料和化学制品制造业
sz.002313,计算机、通信和其他电子设备制造业
sz.002314,房地产业
sz.002315,互联网和相关服务
sz.002316,软件和信息技术服务业
sz.002317,医药制造业
sz.002318,金属制品业
sz.002319,化学原料和化学制品制造业
sz.002320,水上运输业
sz.002321,畜牧业
sz.002322,软件和信息技术服务业
sz.002323,建筑装饰、装修和其他建筑业
sz.002324,橡胶和塑料制品业
sz.002326,化学原料和化学制品制造业
sz.002327,纺织业
sz.002328,汽车制造业
sz.002329,食品制造业
sz.002330,农副食品加工业
sz.002331,软件和信息技术服务业
sz.002332,医药制造业
sz.002333,有色金属冶炼和压延加工业
sz.002334,电气机械和器材制造业
sz.002335,电气机械和器材制造业
sz.002337,专用设备制造业
sz.002338,仪器仪表制造业
sz.002339,电气机械和器材制造业
sz.002340,废弃资源综合利用业
sz.002342,金属制品业
sz.002343,广播、电视、电影和录音制作业
sz.002344,商务服务业
sz.002345,文教、工美、体育和娱乐用品制造业
sz.002346,电气机械和器材制造业
sz.002347,通用设备制造业
sz.002348,文教、工美、体育和娱乐用品制造业
sz.002349,医药制造业
sz.002350,电气机械和器材制造业
sz.002351,计算机、通信和其他电子设备制造业
sz.002352,邮政业
sz.002353,专用设备制造业
sz.002354,互联网和相关服务
sz.002355,汽车制造业
sz.002356,零售业
sz.002357,道路运输业
sz.002358,电气机械和器材制造业
sz.002360,化学原料和化学制品制造业
sz.002361,化学原料和化学制品制造业
sz.002362,计算机、通信和其他电子设备制造业
sz.002363,汽车制造业
sz.002364,电气机械和器材制造业
sz.002365,医药制造业
sz.002366,专用设备制造业
sz.002367,通用设备制造业
sz.002368,软件和信息技术服务业
sz.002369,计算机、通信和其他电子设备制造业
sz.002370,医药制造业
sz.002371,专用设备制造业
sz.002372,橡胶和塑料制品业
sz.002373,软件和信息技术服务业
sz.002374,金属制品业
sz.002375,建筑装饰、装修和其他建筑业
sz.002376,计算机、通信和其他电子设备制造业
sz.002377,石油、煤炭及其他燃料加工业
sz.002378,有色金属冶炼和压延加工业
sz.002379,有色金属冶炼和压延加工业
sz.002380,软件和信息技术服务业
sz.002381,橡胶和塑料制品业
sz.002382,橡胶和塑料制品业
sz.002383,计算机、通信和其他电子设备制造业
sz.002384,计算机、通信和其他电子设备制造业
sz.002385,农副食品加工业
sz.002386,化学原料和化学制品制造业
sz.002387,计算机、通信和其他电子设备制造业
sz.002388,计算机、通信和其他电子设备制造业
sz.002389,铁路、船舶、航空航天和其他运输设备制造业
sz.002390,批发业
sz.002391,化学原料和化学制品制造业
sz.002392,非金属矿物制品业
sz.002393,医药制造业
sz.002394,纺织业
sz.002395,橡胶和塑料制品业
sz.002396,计算机、通信和其他电子设备制造业
sz.002397,纺织业
sz.002398,化学原料和化学制品制造业
sz.002399,医药制造业
sz.002400,商务服务业
sz.002401,软件和信息技术服务业
sz.002402,计算机、通信和其他电子设备制造业
sz.002403,金属制品业
sz.002404,纺织服装、服饰业
sz.002405,软件和信息技术服务业
sz.002406,汽车制造业
sz.002407,化学原料和化学制品制造业
sz.002408,化学原料和化学制品制造业
sz.002409,化学原料和化学制品制造业
sz.002410,软件和信息技术服务业
sz.002412,医药制造业
sz.002413,计算机、通信和其他电子设备制造业
sz.002414,计算机、通信和其他电子设备制造业
sz.002415,计算机、通信和其他电子设备制造业
sz.002416,批发业
sz.002418,通用设备制造业
sz.002419,零售业
sz.002420,橡胶和塑料制品业
sz.002421,软件和信息技术服务业
sz.002422,医药制造业
sz.002423,保险业
sz.002424,医药制造业
sz.002425,互联网和相关服务
sz.002426,计算机、通信和其他电子设备制造业
sz.002427,化学纤维制造业
sz.002428,有色金属冶炼和压延加工业
sz.002429,计算机、通信和其他电子设备制造业
sz.002430,专用设备制造业
sz.002431,土木工程建筑业
sz.002432,专用设备制造业
sz.002434,汽车制造业
sz.002436,计算机、通信和其他电子设备制造业
sz.002437,医药制造业
sz.002438,通用设备制造业
sz.002439,软件和信息技术服务业
sz.002440,化学原料和化学制品制造业
sz.002441,批发业
sz.002442,化学原料和化学制品制造业
sz.002443,金属制品业
sz.002444,金属制品业
sz.002445,金属制品业
sz.002446,计算机、通信和其他电子设备制造业
sz.002448,汽车制造业
sz.002449,计算机、通信和其他电子设备制造业
sz.002451,电气机械和器材制造业
sz.002452,电气机械和器材制造业
sz.002453,化学原料和化学制品制造业
sz.002454,汽车制造业
sz.002455,化学原料和化学制品制造业
sz.002456,计算机、通信和其他电子设备制造业
sz.002457,非金属矿物制品业
sz.002458,畜牧业
sz.002459,电气机械和器材制造业
sz.002460,有色金属冶炼和压延加工业
sz.002461,酒、饮料和精制茶制造业
sz.002462,批发业
sz.002463,计算机、通信和其他电子设备制造业
sz.002465,计算机、通信和其他电子设备制造业
sz.002466,有色金属冶炼和压延加工业
sz.002467,互联网和相关服务
sz.002468,邮政业
sz.002469,化学原料和化学制品制造业
sz.002470,化学原料和化学制品制造业
sz.002471,电气机械和器材制造业
sz.002472,汽车制造业
sz.002474,软件和信息技术服务业
sz.002475,计算机、通信和其他电子设备制造业
sz.002476,化学原料和化学制品制造业
sz.002478,金属制品业
sz.002479,电力、热力生产和供应业
sz.002480,通用设备制造业
sz.002481,食品制造业
sz.002482,建筑装饰、装修和其他建筑业
sz.002483,通用设备制造业
sz.002484,计算机、通信和其他电子设备制造业
sz.002485,商务服务业
sz.002486,纺织服装、服饰业
sz.002487,金属制品业
sz.002488,汽车制造业
sz.002489,家具制造业
sz.002490,专用设备制造业
sz.002491,电气机械和器材制造业
sz.002492,装卸搬运和仓储业
sz.002493,化学原料和化学制品制造业
sz.002494,皮革、毛皮、羽毛及其制品和制鞋业
sz.002495,食品制造业
sz.002496,化学原料和化学制品制造业
sz.002497,有色金属冶炼和压延加工业
sz.002498,电气机械和器材制造业
sz.002500,资本市场服务
sz.002501,有色金属冶炼和压延加工业
sz.002506,电气机械和器材制造业
sz.002507,食品制造业
sz.002508,电气机械和器材制造业
sz.002510,汽车制造业
sz.002511,造纸和纸制品业
sz.002512,计算机、通信和其他电子设备制造业
sz.002513,电气机械和器材制造业
sz.002514,金属制品业
sz.002515,农副食品加工业
sz.002516,纺织业
sz.002517,互联网和相关服务
sz.002518,电气机械和器材制造业
sz.002519,计算机、通信和其他电子设备制造业
sz.002520,通用设备制造业
sz.002521,造纸和纸制品业
sz.002522,橡胶和塑料制品业
sz.002523,通用设备制造业
sz.002524,卫生
sz.002526,专用设备制造业
sz.002527,通用设备制造业
sz.002528,计算机、通信和其他电子设备制造业
sz.002529,通用设备制造业
sz.002530,金属制品业
sz.002531,电气机械和器材制造业
sz.002532,有色金属冶炼和压延加工业
sz.002533,电气机械和器材制造业
sz.002534,通用设备制造业
sz.002535,专用设备制造业
sz.002536,汽车制造业
sz.002537,汽车制造业
sz.002538,化学原料和化学制品制造业
sz.002539,化学原料和化学制品制造业
sz.002540,有色金属冶炼和压延加工业
sz.002541,金属制品业
sz.002542,土木工程建筑业
sz.002543,电气机械和器材制造业
sz.002544,软件和信息技术服务业
sz.002545,化学原料和化学制品制造业
sz.002546,仪器仪表制造业
sz.002547,金属制品业
sz.002548,农副食品加工业
sz.002549,生态保护和环境治理业
sz.002550,医药制造业
sz.002551,专用设备制造业
sz.002552,计算机、通信和其他电子设备制造业
sz.002553,汽车制造业
sz.002554,开采专业及辅助性活动
sz.002555,互联网和相关服务
sz.002556,零售业
sz.002557,农副食品加工业
sz.002558,互联网和相关服务
sz.002559,通用设备制造业
sz.002560,电气机械和器材制造业
sz.002561,零售业
sz.002562,医药制造业
sz.002563,纺织服装、服饰业
sz.002564,专用设备制造业
sz.002565,造纸和纸制品业
sz.002566,医药制造业
sz.002567,农副食品加工业
sz.002568,酒、饮料和精制茶制造业
sz.002569,纺织服装、服饰业
sz.002570,食品制造业
sz.002571,非金属矿物制品业
sz.002572,家具制造业
sz.002573,生态保护和环境治理业
sz.002574,文教、工美、体育和娱乐用品制造业
sz.002575,批发业
sz.002576,电气机械和器材制造业
sz.002577,计算机、通信和其他电子设备制造业
sz.002578,有色金属冶炼和压延加工业
sz.002579,计算机、通信和其他电子设备制造业
sz.002580,电气机械和器材制造业
sz.002581,医药制造业
sz.002582,农副食品加工业
sz.002583,计算机、通信和其他电子设备制造业
sz.002584,化学原料和化学制品制造业
sz.002585,橡胶和塑料制品业
sz.002586,土木工程建筑业
sz.002587,计算机、通信和其他电子设备制造业
sz.002588,化学原料和化学制品制造业
sz.002589,批发业
sz.002590,汽车制造业
sz.002591,化学原料和化学制品制造业
sz.002592,汽车制造业
sz.002593,汽车制造业
sz.002594,汽车制造业
sz.002595,专用设备制造业
sz.002596,非金属矿物制品业
sz.002597,食品制造业
sz.002598,通用设备制造业
sz.002599,印刷和记录媒介复制业
sz.002600,计算机、通信和其他电子设备制造业
sz.002601,化学原料和化学制品制造业
sz.002602,互联网和相关服务
sz.002603,医药制造业
sz.002605,互联网和相关服务
sz.002606,电气机械和器材制造业
sz.002607,教育
sz.002608,电力、热力生产和供应业
sz.002609,软件和信息技术服务业
sz.002611,专用设备制造业
sz.002612,纺织服装、服饰业
sz.002613,专用设备制造业
sz.002614,电气机械和器材制造业
sz.002615,金属制品业
sz.002616,生态保护和环境治理业
sz.002617,电气机械和器材制造业
sz.002620,建筑装饰、装修和其他建筑业
sz.002622,卫生
sz.002623,非金属矿物制品业
sz.002624,互联网和相关服务
sz.002625,铁路、船舶、航空航天和其他运输设备制造业
sz.002626,食品制造业
sz.002627,公共设施管理业
sz.002628,土木工程建筑业
sz.002629,开采专业及辅助性活动
sz.002630,通用设备制造业
sz.002631,木材加工和木、竹、藤、棕、草制品业
sz.002632,化学原料和化学制品制造业
sz.002633,通用设备制造业
sz.002634,纺织服装、服饰业
sz.002635,计算机、通信和其他电子设备制造业
sz.002636,计算机、通信和其他电子设备制造业
sz.002637,化学原料和化学制品制造业
sz.002638,电气机械和器材制造业
sz.002639,通用设备制造业
sz.002640,零售业
sz.002641,橡胶和塑料制品业
sz.002642,软件和信息技术服务业
sz.002643,化学原料和化学制品制造业
sz.002644,医药制造业
sz.002645,废弃资源综合利用业
sz.002646,酒、饮料和精制茶制造业
sz.002647,其他金融业
sz.002648,化学原料和化学制品制造业
sz.002649,软件和信息技术服务业
sz.002650,食品制造业
sz.002651,专用设备制造业
sz.002652,金属制品业
sz.002653,医药制造业
sz.002654,商务服务业
sz.002655,计算机、通信和其他电子设备制造业
sz.002656,纺织服装、服饰业
sz.002657,软件和信息技术服务业
sz.002658,仪器仪表制造业
sz.002659,教育
sz.002660,计算机、通信和其他电子设备制造业
sz.002661,食品制造业
sz.002662,汽车制造业
sz.002663,土木工程建筑业
sz.002664,汽车制造业
sz.002666,化学原料和化学制品制造业
sz.002667,有色金属冶炼和压延加工业
sz.002668,电气机械和器材制造业
sz.002669,化学原料和化学制品制造业
sz.002670,资本市场服务
sz.002671,非金属矿物制品业
sz.002672,废弃资源综合利用业
sz.002673,资本市场服务
sz.002674,皮革、毛皮、羽毛及其制品和制鞋业
sz.002675,医药制造业
sz.002676,橡胶和塑料制品业
sz.002677,电气机械和器材制造业
sz.002678,文教、工美、体育和娱乐用品制造业
sz.002679,林业
sz.002681,计算机、通信和其他电子设备制造业
sz.002682,道路运输业
sz.002683,开采专业及辅助性活动
sz.002685,通用设备制造业
sz.002686,通用设备制造业
sz.002687,纺织服装、服饰业
sz.002688,医药制造业
sz.002689,通用设备制造业
sz.002690,专用设备制造业
sz.002691,专用设备制造业
sz.002692,电气机械和器材制造业
sz.002693,医药制造业
sz.002694,橡胶和塑料制品业
sz.002695,农副食品加工业
sz.002696,农副食品加工业
sz.002697,零售业
sz.002698,通用设备制造业
sz.002700,燃气生产和供应业
sz.002701,金属制品业
sz.002702,农副食品加工业
sz.002703,汽车制造业
sz.002705,电气机械和器材制造业
sz.002706,电气机械和器材制造业
sz.002707,商务服务业
sz.002708,汽车制造业
sz.002709,计算机、通信和其他电子设备制造业
sz.002712,商务服务业
sz.002713,建筑装饰、装修和其他建筑业
sz.002714,畜牧业
sz.002715,汽车制造业
sz.002716,有色金属冶炼和压延加工业
sz.002717,生态保护和环境治理业
sz.002718,其他制造业
sz.002719,食品制造业
sz.002721,文教、工美、体育和娱乐用品制造业
sz.002722,金属制品业
sz.002723,电气机械和器材制造业
sz.002724,电气机械和器材制造业
sz.002725,汽车制造业
sz.002726,农副食品加工业
sz.002727,零售业
sz.002728,医药制造业
sz.002729,计算机、通信和其他电子设备制造业
sz.002730,专用设备制造业
sz.002731,文教、工美、体育和娱乐用品制造业
sz.002732,食品制造业
sz.002733,电气机械和器材制造业
sz.002734,化学原料和化学制品制造业
sz.002735,橡胶和塑料制品业
sz.002736,资本市场服务
sz.002737,医药制造业
sz.002738,有色金属冶炼和压延加工业
sz.002739,广播、电视、电影和录音制作业
sz.002741,计算机、通信和其他电子设备制造业
sz.002742,非金属矿物制品业
sz.002743,金属制品业
sz.002745,电气机械和器材制造业
sz.002746,农副食品加工业
sz.002747,通用设备制造业
sz.002748,化学原料和化学制品制造业
sz.002749,化学原料和化学制品制造业
sz.002752,金属制品业
sz.002753,化学原料和化学制品制造业
sz.002755,医药制造业
sz.002756,有色金属冶炼和压延加工业
sz.002757,专用设备制造业
sz.002758,批发业
sz.002759,化学原料和化学制品制造业
sz.002760,金属制品业
sz.002761,土木工程建筑业
sz.002762,纺织服装、服饰业
sz.002763,纺织服装、服饰业
sz.002765,汽车制造业
sz.002766,计算机、通信和其他电子设备制造业
sz.002767,仪器仪表制造业
sz.002768,橡胶和塑料制品业
sz.002769,商务服务业
sz.002771,软件和信息技术服务业
sz.002772,农业
sz.002773,医药制造业
sz.002774,通用设备制造业
sz.002775,土木工程建筑业
sz.002777,软件和信息技术服务业
sz.002778,石油、煤炭及其他燃料加工业
sz.002779,专用设备制造业
sz.002780,零售业
sz.002782,计算机、通信和其他电子设备制造业
sz.002783,化学原料和化学制品制造业
sz.002785,非金属矿物制品业
sz.002786,专用设备制造业
sz.002787,金属制品业
sz.002788,批发业
sz.002789,建筑装饰、装修和其他建筑业
sz.002790,橡胶和塑料制品业
sz.002791,金属制品业
sz.002792,计算机、通信和其他电子设备制造业
sz.002793,医药制造业
sz.002795,通用设备制造业
sz.002796,计算机、通信和其他电子设备制造业
sz.002797,资本市场服务
sz.002798,非金属矿物制品业
sz.002799,造纸和纸制品业
sz.002800,道路运输业
sz.002801,电气机械和器材制造业
sz.002802,化学原料和化学制品制造业
sz.002803,零售业
sz.002805,计算机、通信和其他电子设备制造业
