code,industry
sh.603536,农副食品加工业
sh.603538,医药制造业
sh.603551,电气机械和器材制造业
sh.603556,仪器仪表制造业
sh.603557,皮革、毛皮、羽毛及其制品和制鞋业
sh.603558,纺织服装、服饰业
sh.603559,电信、广播电视和卫星传输服务
sh.603565,水上运输业
sh.603566,医药制造业
sh.603567,医药制造业
sh.603568,生态保护和环境治理业
sh.603569,道路运输业
sh.603577,金属制品业
sh.603578,非金属矿物制品业
sh.603579,电气机械和器材制造业
sh.603580,橡胶和塑料制品业
sh.603583,电气机械和器材制造业
sh.603585,化学原料和化学制品制造业
sh.603586,汽车制造业
sh.603587,纺织服装、服饰业
sh.603588,生态保护和环境治理业
sh.603589,酒、饮料和精制茶制造业
sh.603590,医药制造业
sh.603595,计算机、通信和其他电子设备制造业
sh.603596,汽车制造业
sh.603598,商务服务业
sh.603599,化学原料和化学制品制造业
sh.603600,家具制造业
sh.603601,非金属矿物制品业
sh.603602,软件和信息技术服务业
sh.603605,化学原料和化学制品制造业
sh.603606,电气机械和器材制造业
sh.603607,造纸和纸制品业
sh.603608,皮革、毛皮、羽毛及其制品和制鞋业
sh.603609,农副食品加工业
sh.603610,家具制造业
sh.603611,通用设备制造业
sh.603612,非金属矿物制品业
sh.603613,互联网和相关服务
sh.603615,橡胶和塑料制品业
sh.603616,非金属矿物制品业
sh.603617,通用设备制造业
sh.603618,电气机械和器材制造业
sh.603619,石油和天然气开采业
sh.603626,金属制品业
sh.603628,电气机械和器材制造业
sh.603629,金属制品业
sh.603630,化学原料和化学制品制造业
sh.603633,计算机、通信和其他电子设备制造业
sh.603636,软件和信息技术服务业
sh.603637,土木工程建筑业
sh.603638,专用设备制造业
sh.603639,化学原料和化学制品制造业
sh.603648,商务服务业
sh.603650,化学原料和化学制品制造业
sh.603655,橡胶和塑料制品业
sh.603656,专用设备制造业
sh.603657,橡胶和塑料制品业
sh.603658,医药制造业
sh.603659,计算机、通信和其他电子设备制造业
sh.603660,计算机、通信和其他电子设备制造业
sh.603661,家具制造业
sh.603662,计算机、通信和其他电子设备制造业
sh.603663,非金属矿物制品业
sh.603665,纺织业
sh.603666,通用设备制造业
sh.603667,通用设备制造业
sh.603668,农副食品加工业
sh.603669,医药制造业
sh.603676,医药制造业
sh.603677,电气机械和器材制造业
sh.603678,计算机、通信和其他电子设备制造业
sh.603679,电气机械和器材制造业
sh.603680,铁路、船舶、航空航天和其他运输设备制造业
sh.603681,化学原料和化学制品制造业
sh.603682,商务服务业
sh.603683,化学原料和化学制品制造业
sh.603685,电气机械和器材制造业
sh.603686,公共设施管理业
sh.603687,造纸和纸制品业
sh.603688,非金属矿物制品业
sh.603689,燃气生产和供应业
sh.603690,专用设备制造业
sh.603693,电力、热力生产和供应业
sh.603696,食品制造业
sh.603697,农副食品加工业
sh.603698,专用设备制造业
sh.603699,通用设备制造业
sh.603700,仪器仪表制造业
sh.603701,电气机械和器材制造业
sh.603703,电气机械和器材制造业
sh.603706,燃气生产和供应业
sh.603707,医药制造业
sh.603708,零售业
sh.603709,家具制造业
sh.603711,酒、饮料和精制茶制造业
sh.603712,计算机、通信和其他电子设备制造业
sh.603713,多式联运和运输代理业
sh.603716,批发业
sh.603717,畜牧业
sh.603718,医药制造业
sh.603719,零售业
sh.603721,广播、电视、电影和录音制作业
sh.603722,化学原料和化学制品制造业
sh.603725,非金属矿物制品业
sh.603726,橡胶和塑料制品业
sh.603727,开采专业及辅助性活动
sh.603728,电气机械和器材制造业
sh.603729,商务服务业
sh.603730,汽车制造业
sh.603733,造纸和纸制品业
sh.603737,化学原料和化学制品制造业
sh.603738,计算机、通信和其他电子设备制造业
sh.603739,食品制造业
sh.603755,食品制造业
sh.603757,通用设备制造业
sh.603758,汽车制造业
sh.603759,水的生产和供应业
sh.603766,铁路、船舶、航空航天和其他运输设备制造业
sh.603767,汽车制造业
sh.603768,汽车制造业
sh.603773,计算机、通信和其他电子设备制造业
sh.603776,软件和信息技术服务业
sh.603777,零售业
sh.603778,电气机械和器材制造业
sh.603779,酒、饮料和精制茶制造业
sh.603786,汽车制造业
sh.603787,铁路、船舶、航空航天和其他运输设备制造业
sh.603788,汽车制造业
sh.603789,专用设备制造业
sh.603790,化学原料和化学制品制造业
sh.603797,生态保护和环境治理业
sh.603798,石油、煤炭及其他燃料加工业
sh.603799,有色金属冶炼和压延加工业
sh.603800,专用设备制造业
sh.603801,家具制造业
sh.603803,计算机、通信和其他电子设备制造业
sh.603806,橡胶和塑料制品业
sh.603808,纺织服装、服饰业
sh.603809,汽车制造业
sh.603810,化学原料和化学制品制造业
sh.603811,医药制造业
sh.603813,道路运输业
sh.603815,土木工程建筑业
sh.603816,家具制造业
sh.603817,水的生产和供应业
sh.603818,家具制造业
sh.603819,电气机械和器材制造业
sh.603822,石油、煤炭及其他燃料加工业
sh.603823,化学原料和化学制品制造业
sh.603825,商务服务业
sh.603826,化学原料和化学制品制造业
sh.603828,建筑装饰、装修和其他建筑业
sh.603829,电气机械和器材制造业
sh.603833,家具制造业
sh.603836,商务服务业
sh.603838,非金属矿物制品业
sh.603839,纺织服装、服饰业
sh.603843,土木工程建筑业
sh.603848,金属制品业
sh.603855,专用设备制造业
sh.603856,橡胶和塑料制品业
sh.603858,医药制造业
sh.603859,软件和信息技术服务业
sh.603860,专业技术服务业
sh.603861,电气机械和器材制造业
sh.603863,造纸和纸制品业
sh.603866,食品制造业
sh.603867,化学原料和化学制品制造业
sh.603868,电气机械和器材制造业
sh.603869,软件和信息技术服务业
sh.603871,多式联运和运输代理业
sh.603876,有色金属冶炼和压延加工业
sh.603877,纺织服装、服饰业
sh.603878,黑色金属冶炼和压延加工业
sh.603879,化学原料和化学制品制造业
sh.603880,医药制造业
sh.603881,软件和信息技术服务业
sh.603882,卫生
sh.603883,零售业
sh.603885,航空运输业
sh.603886,食品制造业
sh.603887,软件和信息技术服务业
sh.603888,互联网和相关服务
sh.603889,纺织业
sh.603890,计算机、通信和其他电子设备制造业
sh.603893,计算机、通信和其他电子设备制造业
sh.603895,专用设备制造业
sh.603896,医药制造业
sh.603897,电气机械和器材制造业
sh.603898,家具制造业
sh.603899,文教、工美、体育和娱乐用品制造业
sh.603900,零售业
sh.603901,通用设备制造业
sh.603903,生态保护和环境治理业
sh.603906,计算机、通信和其他电子设备制造业
sh.603908,纺织业
sh.603909,土木工程建筑业
sh.603912,通用设备制造业
sh.603915,通用设备制造业
sh.603916,化学原料和化学制品制造业
sh.603917,专用设备制造业
sh.603918,软件和信息技术服务业
sh.603919,酒、饮料和精制茶制造业
sh.603920,计算机、通信和其他电子设备制造业
sh.603922,汽车制造业
sh.603926,汽车制造业
sh.603927,软件和信息技术服务业
sh.603928,化学原料和化学制品制造业
sh.603929,建筑安装业
sh.603931,化学原料和化学制品制造业
sh.603933,计算机、通信和其他电子设备制造业
sh.603936,计算机、通信和其他电子设备制造业
sh.603937,金属制品业
sh.603938,化学原料和化学制品制造业
sh.603939,零售业
sh.603948,化学原料和化学制品制造业
sh.603949,汽车制造业
sh.603950,汽车制造业
sh.603955,土木工程建筑业
sh.603956,专用设备制造业
sh.603958,皮革、毛皮、羽毛及其制品和制鞋业
sh.603959,土木工程建筑业
sh.603960,专用设备制造业
sh.603966,通用设备制造业
sh.603967,多式联运和运输代理业
sh.603968,化学原料和化学制品制造业
sh.603969,金属制品业
sh.603970,批发业
sh.603976,医药制造业
sh.603977,化学原料和化学制品制造业
sh.603978,有色金属冶炼和压延加工业
sh.603979,开采专业及辅助性活动
sh.603980,化学原料和化学制品制造业
sh.603982,汽车制造业
sh.603983,化学原料和化学制品制造业
sh.603985,金属制品业
sh.603986,计算机、通信和其他电子设备制造业
sh.603987,专用设备制造业
sh.603988,电气机械和器材制造业
sh.603989,计算机、通信和其他电子设备制造业
sh.603990,软件和信息技术服务业
sh.603991,橡胶和塑料制品业
sh.603992,橡胶和塑料制品业
sh.603993,有色金属矿采选业
sh.603995,黑色金属冶炼和压延加工业
sh.603997,汽车制造业
sh.603998,医药制造业
sh.603999,新闻和出版业
sh.605001,铁路、船舶、航空航天和其他运输设备制造业
sh.605003,纺织业
sh.605005,汽车制造业
sh.605006,非金属矿物制品业
sh.605007,造纸和纸制品业
sh.605008,化学原料和化学制品制造业
sh.605009,造纸和纸制品业
sh.605011,电力、热力生产和供应业
sh.605016,食品制造业
sh.605018,汽车制造业
sh.605020,化学原料和化学制品制造业
sh.605028,电力、热力生产和供应业
sh.605033,化学原料和化学制品制造业
sh.605050,多式联运和运输代理业
sh.605055,纺织业
sh.605056,批发业
sh.605058,计算机、通信和其他电子设备制造业
sh.605060,通用设备制造业
sh.605066,电气机械和器材制造业
sh.605068,皮革、毛皮、羽毛及其制品和制鞋业
sh.605069,生态保护和环境治理业
sh.605077,食品制造业
sh.605080,纺织业
sh.605081,生态保护和环境治理业
sh.605086,非金属矿采选业
sh.605088,汽车制造业
sh.605089,农副食品加工业
sh.605090,燃气生产和供应业
sh.605098,教育
sh.605099,橡胶和塑料制品业
sh.605100,通用设备制造业
sh.605108,餐饮业
sh.605111,计算机、通信和其他电子设备制造业
sh.605116,医药制造业
sh.605117,电气机械和器材制造业
sh.605118,计算机、通信和其他电子设备制造业
sh.605122,非金属矿物制品业
sh.605123,金属制品业
sh.605128,汽车制造业
sh.605133,汽车制造业
sh.605136,零售业
sh.605138,纺织服装、服饰业
sh.605151,汽车制造业
sh.605155,纺织业
sh.605158,金属制品业
sh.605162,电力、热力生产和供应业
sh.605166,化学原料和化学制品制造业
sh.605167,土木工程建筑业
sh.605168,商务服务业
sh.605169,燃气生产和供应业
sh.605177,医药制造业
sh.605178,建筑装饰、装修和其他建筑业
sh.605179,食品制造业
sh.605180,纺织业
sh.605183,化学原料和化学制品制造业
sh.605186,专用设备制造业
sh.605188,零售业
sh.605189,纺织业
sh.605196,电气机械和器材制造业
sh.605198,酒、饮料和精制茶制造业
sh.605199,医药制造业
sh.605208,有色金属冶炼和压延加工业
sh.605218,计算机、通信和其他电子设备制造业
sh.605222,电气机械和器材制造业
sh.605228,汽车制造业
sh.605255,橡胶和塑料制品业
sh.605258,计算机、通信和其他电子设备制造业
sh.605259,通用设备制造业
sh.605266,零售业
sh.605268,金属制品业
sh.605277,电气机械和器材制造业
sh.605286,通用设备制造业
sh.605287,建筑装饰、装修和其他建筑业
sh.605288,电气机械和器材制造业
sh.605289,建筑装饰、装修和其他建筑业
sh.605296,畜牧业
sh.605298,铁路、船舶、航空航天和其他运输设备制造业
sh.605299,文教、工美、体育和娱乐用品制造业
sh.605300,食品制造业
sh.605303,土木工程建筑业
sh.605305,专用设备制造业
sh.605318,其他制造业
sh.605319,汽车制造业
sh.605333,汽车制造业
sh.605336,电气机械和器材制造业
sh.605337,酒、饮料和精制茶制造业
sh.605338,食品制造业
sh.605339,食品制造业
sh.605358,计算机、通信和其他电子设备制造业
sh.605365,电气机械和器材制造业
sh.605366,化学原料和化学制品制造业
sh.605368,燃气生产和供应业
sh.605369,专用设备制造业
sh.605376,计算机、通信和其他电子设备制造业
sh.605377,造纸和纸制品业
sh.605378,电气机械和器材制造业
sh.605388,酒、饮料和精制茶制造业
sh.605389,通用设备制造业
sh.605398,软件和信息技术服务业
sh.605399,化学原料和化学制品制造业
sh.605488,橡胶和塑料制品业
sh.605499,酒、饮料和精制茶制造业
sh.605500,造纸和纸制品业
sh.605507,医药制造业
sh.605555,电气机械和器材制造业
sh.605566,化学原料和化学制品制造业
sh.605567,农副食品加工业
sh.605577,新闻和出版业
sh.605580,电力、热力生产和供应业
sh.605588,计算机、通信和其他电子设备制造业
sh.605589,化学原料和化学制品制造业
sh.605598,土木工程建筑业
sh.605599,零售业
sh.688001,专用设备制造业
sh.688002,计算机、通信和其他电子设备制造业
sh.688003,专用设备制造业
sh.688004,软件和信息技术服务业
sh.688005,计算机、通信和其他电子设备制造业
sh.688006,专用设备制造业
sh.688007,计算机、通信和其他电子设备制造业
sh.688008,计算机、通信和其他电子设备制造业
sh.688009,铁路、船舶、航空航天和其他运输设备制造业
sh.688010,仪器仪表制造业
sh.688011,计算机、通信和其他电子设备制造业
sh.688012,专用设备制造业
sh.688013,专用设备制造业
sh.688015,铁路、船舶、航空航天和其他运输设备制造业
sh.688016,专用设备制造业
sh.688017,通用设备制造业
sh.688018,软件和信息技术服务业
sh.688019,计算机、通信和其他电子设备制造业
sh.688020,计算机、通信和其他电子设备制造业
sh.688021,专用设备制造业
sh.688022,专用设备制造业
sh.688023,软件和信息技术服务业
sh.688025,计算机、通信和其他电子设备制造业
sh.688026,橡胶和塑料制品业
sh.688027,计算机、通信和其他电子设备制造业
sh.688028,通用设备制造业
sh.688029,专用设备制造业
sh.688030,软件和信息技术服务业
sh.688031,软件和信息技术服务业
sh.688032,电气机械和器材制造业
sh.688033,非金属矿物制品业
sh.688035,计算机、通信和其他电子设备制造业
sh.688036,计算机、通信和其他电子设备制造业
sh.688037,专用设备制造业
sh.688038,软件和信息技术服务业
sh.688039,软件和信息技术服务业
sh.688041,计算机、通信和其他电子设备制造业
sh.688045,软件和信息技术服务业
sh.688046,研究和试验发展
sh.688047,计算机、通信和其他电子设备制造业
sh.688048,计算机、通信和其他电子设备制造业
sh.688049,计算机、通信和其他电子设备制造业
sh.688050,专用设备制造业
sh.688051,软件和信息技术服务业
sh.688052,软件和信息技术服务业
sh.688053,专业技术服务业
sh.688055,计算机、通信和其他电子设备制造业
sh.688056,仪器仪表制造业
sh.688057,生态保护和环境治理业
sh.688058,软件和信息技术服务业
sh.688059,金属制品业
sh.688060,软件和信息技术服务业
sh.688061,软件和信息技术服务业
sh.688062,医药制造业
sh.688063,电气机械和器材制造业
sh.688065,化学纤维制造业
sh.688066,软件和信息技术服务业
sh.688067,医药制造业
sh.688068,医药制造业
sh.688069,生态保护和环境治理业
sh.688070,铁路、船舶、航空航天和其他运输设备制造业
sh.688071,专用设备制造业
sh.688072,专用设备制造业
sh.688073,研究和试验发展
sh.688075,医药制造业
sh.688076,医药制造业
sh.688077,非金属矿物制品业
sh.688078,软件和信息技术服务业
sh.688079,计算机、通信和其他电子设备制造业
sh.688080,计算机、通信和其他电子设备制造业
sh.688081,计算机、通信和其他电子设备制造业
sh.688082,专用设备制造业
sh.688083,软件和信息技术服务业
sh.688084,专用设备制造业
sh.688085,专用设备制造业
sh.688087,废弃资源综合利用业
sh.688088,软件和信息技术服务业
sh.688089,食品制造业
sh.688090,通用设备制造业
sh.688091,医药制造业
sh.688092,通用设备制造业
sh.688093,计算机、通信和其他电子设备制造业
sh.688095,软件和信息技术服务业
sh.688096,专用设备制造业
sh.688097,专用设备制造业
sh.688098,医药制造业
sh.688099,软件和信息技术服务业
sh.688100,计算机、通信和其他电子设备制造业
sh.688101,专用设备制造业
sh.688102,有色金属冶炼和压延加工业
sh.688103,计算机、通信和其他电子设备制造业
sh.688105,研究和试验发展
sh.688106,化学原料和化学制品制造业
sh.688107,计算机、通信和其他电子设备制造业
sh.688108,专用设备制造业
sh.688109,软件和信息技术服务业
sh.688110,计算机、通信和其他电子设备制造业
sh.688111,软件和信息技术服务业
sh.688112,仪器仪表制造业
sh.688113,专用设备制造业
sh.688114,专用设备制造业
sh.688115,仪器仪表制造业
sh.688116,化学原料和化学制品制造业
sh.688117,医药制造业
sh.688118,软件和信息技术服务业
sh.688119,非金属矿物制品业
sh.688120,专用设备制造业
sh.688121,专用设备制造业
sh.688122,有色金属冶炼和压延加工业
sh.688123,计算机、通信和其他电子设备制造业
sh.688125,专用设备制造业
sh.688126,计算机、通信和其他电子设备制造业
sh.688127,仪器仪表制造业
sh.688128,专用设备制造业
sh.688129,化学原料和化学制品制造业
sh.688130,软件和信息技术服务业
sh.688131,研究和试验发展
sh.688132,计算机、通信和其他电子设备制造业
sh.688133,研究和试验发展
sh.688135,计算机、通信和其他电子设备制造业
sh.688136,医药制造业
sh.688137,研究和试验发展
sh.688138,计算机、通信和其他电子设备制造业
sh.688139,专用设备制造业
sh.688141,软件和信息技术服务业
sh.688143,计算机、通信和其他电子设备制造业
sh.688146,计算机、通信和其他电子设备制造业
sh.688147,专用设备制造业
sh.688148,计算机、通信和其他电子设备制造业
sh.688150,计算机、通信和其他电子设备制造业
sh.688151,医药制造业
sh.688152,软件和信息技术服务业
sh.688153,计算机、通信和其他电子设备制造业
sh.688155,专用设备制造业
sh.688156,生态保护和环境治理业
sh.688157,化学原料和化学制品制造业
sh.688158,互联网和相关服务
sh.688159,计算机、通信和其他电子设备制造业
sh.688160,仪器仪表制造业
sh.688161,专用设备制造业
sh.688162,专用设备制造业
sh.688163,医药制造业
sh.688165,通用设备制造业
sh.688166,医药制造业
sh.688167,计算机、通信和其他电子设备制造业
sh.688168,软件和信息技术服务业
sh.688169,计算机、通信和其他电子设备制造业
sh.688170,专用设备制造业
sh.688171,软件和信息技术服务业
sh.688172,计算机、通信和其他电子设备制造业
sh.688173,软件和信息技术服务业
sh.688175,计算机、通信和其他电子设备制造业
sh.688176,医药制造业
sh.688177,医药制造业
sh.688178,生态保护和环境治理业
sh.688179,研究和试验发展
sh.688180,医药制造业
sh.688181,计算机、通信和其他电子设备制造业
sh.688182,计算机、通信和其他电子设备制造业
sh.688183,计算机、通信和其他电子设备制造业
sh.688184,计算机、通信和其他电子设备制造业
sh.688185,医药制造业
sh.688186,通用设备制造业
sh.688187,铁路、船舶、航空航天和其他运输设备制造业
sh.688188,软件和信息技术服务业
sh.688189,医药制造业
sh.688190,黑色金属冶炼和压延加工业
sh.688191,软件和信息技术服务业
sh.688192,医药制造业
sh.688193,医药制造业
sh.688195,计算机、通信和其他电子设备制造业
sh.688196,废弃资源综合利用业
sh.688197,医药制造业
sh.688198,专用设备制造业
sh.688199,化学原料和化学制品制造业
sh.688200,专用设备制造业
sh.688201,软件和信息技术服务业
sh.688202,研究和试验发展
sh.688203,化学纤维制造业
sh.688205,计算机、通信和其他电子设备制造业
sh.688206,软件和信息技术服务业
sh.688207,软件和信息技术服务业
sh.688208,计算机、通信和其他电子设备制造业
sh.688209,计算机、通信和其他电子设备制造业
sh.688210,计算机、通信和其他电子设备制造业
sh.688211,通用设备制造业
sh.688212,专用设备制造业
sh.688213,软件和信息技术服务业
sh.688215,专用设备制造业
sh.688216,计算机、通信和其他电子设备制造业
sh.688217,医药制造业
sh.688218,通用设备制造业
sh.688219,橡胶和塑料制品业
sh.688220,计算机、通信和其他电子设备制造业
sh.688221,医药制造业
sh.688222,研究和试验发展
sh.688223,电气机械和器材制造业
sh.688225,软件和信息技术服务业
sh.688226,电气机械和器材制造业
sh.688227,软件和信息技术服务业
sh.688228,软件和信息技术服务业
sh.688229,软件和信息技术服务业
sh.688230,计算机、通信和其他电子设备制造业
sh.688231,有色金属冶炼和压延加工业
sh.688232,软件和信息技术服务业
sh.688233,计算机、通信和其他电子设备制造业
sh.688234,计算机、通信和其他电子设备制造业
sh.688235,医药制造业
sh.688236,专用设备制造业
sh.688237,铁路、船舶、航空航天和其他运输设备制造业
sh.688238,研究和试验发展
sh.688239,铁路、船舶、航空航天和其他运输设备制造业
sh.688244,软件和信息技术服务业
sh.688246,软件和信息技术服务业
sh.688247,医药制造业
sh.688248,专业技术服务业
sh.688249,计算机、通信和其他电子设备制造业
sh.688251,通用设备制造业
sh.688252,软件和信息技术服务业
sh.688253,医药制造业
sh.688255,通用设备制造业
sh.688256,软件和信息技术服务业
sh.688257,有色金属冶炼和压延加工业
sh.688258,软件和信息技术服务业
sh.688259,软件和信息技术服务业
sh.688260,计算机、通信和其他电子设备制造业
sh.688261,计算机、通信和其他电子设备制造业
sh.688262,软件和信息技术服务业
sh.688265,研究和试验发展
sh.688266,医药制造业
sh.688267,化学原料和化学制品制造业
sh.688268,计算机、通信和其他电子设备制造业
sh.688269,化学原料和化学制品制造业
sh.688270,计算机、通信和其他电子设备制造业
sh.688271,专用设备制造业
sh.688272,计算机、通信和其他电子设备制造业
sh.688273,专用设备制造业
sh.688275,计算机、通信和其他电子设备制造业
sh.688276,医药制造业
sh.688277,专用设备制造业
sh.688278,医药制造业
sh.688279,软件和信息技术服务业
sh.688280,汽车制造业
sh.688281,其他制造业
sh.688282,计算机、通信和其他电子设备制造业
sh.688283,仪器仪表制造业
sh.688285,铁路、船舶、航空航天和其他运输设备制造业
sh.688286,计算机、通信和其他电子设备制造业
sh.688287,铁路、船舶、航空航天和其他运输设备制造业
sh.688288,计算机、通信和其他电子设备制造业
sh.688289,医药制造业
sh.688290,专用设备制造业
sh.688291,软件和信息技术服务业
sh.688292,软件和信息技术服务业
sh.688293,研究和试验发展
sh.688295,化学纤维制造业
sh.688296,软件和信息技术服务业
sh.688297,铁路、船舶、航空航天和其他运输设备制造业
sh.688298,医药制造业
sh.688299,橡胶和塑料制品业
sh.688300,计算机、通信和其他电子设备制造业
sh.688301,专用设备制造业
sh.688302,医药制造业
sh.688303,电气机械和器材制造业
sh.688305,通用设备制造业
sh.688306,专用设备制造业
sh.688307,计算机、通信和其他电子设备制造业
sh.688308,金属制品业
sh.688309,专用设备制造业
sh.688310,专用设备制造业
sh.688311,计算机、通信和其他电子设备制造业
sh.688312,专用设备制造业
sh.688313,计算机、通信和其他电子设备制造业
sh.688314,专用设备制造业
sh.688315,研究和试验发展
sh.688316,互联网和相关服务
sh.688317,医药制造业
sh.688318,软件和信息技术服务业
sh.688319,医药制造业
sh.688320,仪器仪表制造业
sh.688321,医药制造业
sh.688322,计算机、通信和其他电子设备制造业
sh.688323,橡胶和塑料制品业
sh.688325,软件和信息技术服务业
sh.688326,计算机、通信和其他电子设备制造业
sh.688327,软件和信息技术服务业
sh.688328,专用设备制造业
sh.688329,专用设备制造业
sh.688330,电气机械和器材制造业
sh.688331,医药制造业
sh.688332,计算机、通信和其他电子设备制造业
sh.688333,通用设备制造业
sh.688334,专业技术服务业
sh.688335,专用设备制造业
sh.688336,医药制造业
sh.688337,仪器仪表制造业
sh.688338,医药制造业
sh.688339,电气机械和器材制造业
sh.688343,软件和信息技术服务业
sh.688345,电气机械和器材制造业
sh.688347,计算机、通信和其他电子设备制造业
sh.688348,电气机械和器材制造业
sh.688349,电气机械和器材制造业
sh.688350,化学原料和化学制品制造业
sh.688351,专用设备制造业
sh.688352,计算机、通信和其他电子设备制造业
sh.688353,化学原料和化学制品制造业
sh.688355,金属制品业
sh.688356,化学原料和化学制品制造业
sh.688357,化学原料和化学制品制造业
sh.688358,专用设备制造业
sh.688359,化学原料和化学制品制造业
sh.688360,通用设备制造业
sh.688361,专用设备制造业
sh.688362,计算机、通信和其他电子设备制造业
sh.688363,化学原料和化学制品制造业
sh.688365,软件和信息技术服务业
sh.688366,专用设备制造业
sh.688367,铁路、船舶、航空航天和其他运输设备制造业
sh.688368,软件和信息技术服务业
sh.688369,软件和信息技术服务业
sh.688370,生态保护和环境治理业
sh.688371,计算机、通信和其他电子设备制造业
sh.688372,专业技术服务业
sh.688373,医药制造业
sh.688375,计算机、通信和其他电子设备制造业
sh.688376,专用设备制造业
sh.688377,专用设备制造业
sh.688378,计算机、通信和其他电子设备制造业
sh.688379,金属制品业
sh.688380,计算机、通信和其他电子设备制造业
sh.688381,计算机、通信和其他电子设备制造业
sh.688382,医药制造业
sh.688383,专用设备制造业
sh.688385,计算机、通信和其他电子设备制造业
sh.688386,橡胶和塑料制品业
sh.688387,计算机、通信和其他电子设备制造业
sh.688388,计算机、通信和其他电子设备制造业
sh.688389,专用设备制造业
sh.688390,电气机械和器材制造业
sh.688391,软件和信息技术服务业
sh.688392,专用设备制造业
sh.688393,医药制造业
sh.688395,电气机械和器材制造业
sh.688396,计算机、通信和其他电子设备制造业
sh.688398,非金属矿物制品业
sh.688399,医药制造业
sh.688400,计算机、通信和其他电子设备制造业
sh.688401,计算机、通信和其他电子设备制造业
sh.688403,计算机、通信和其他电子设备制造业
sh.688408,电气机械和器材制造业
sh.688409,通用设备制造业
sh.688410,专用设备制造业
sh.688411,电气机械和器材制造业
sh.688416,计算机、通信和其他电子设备制造业
sh.688418,计算机、通信和其他电子设备制造业
sh.688419,专用设备制造业
sh.688420,专用设备制造业
sh.688425,专用设备制造业
sh.688426,医药制造业
sh.688428,医药制造业
sh.688429,电气机械和器材制造业
sh.688432,计算机、通信和其他电子设备制造业
sh.688433,通用设备制造业
sh.688435,软件和信息技术服务业
sh.688439,计算机、通信和其他电子设备制造业
sh.688443,医药制造业
sh.688448,通用设备制造业
sh.688449,软件和信息技术服务业
sh.688450,计算机、通信和其他电子设备制造业
sh.688455,通用设备制造业
sh.688456,金属制品业
sh.688458,计算机、通信和其他电子设备制造业
sh.688459,铁路、船舶、航空航天和其他运输设备制造业
sh.688466,生态保护和环境治理业
sh.688468,医药制造业
sh.688469,计算机、通信和其他电子设备制造业
sh.688472,电气机械和器材制造业
sh.688475,计算机、通信和其他电子设备制造业
sh.688478,专用设备制造业
sh.688479,软件和信息技术服务业
sh.688480,生态保护和环境治理业
sh.688484,软件和信息技术服务业
sh.688485,生态保护和环境治理业
sh.688486,软件和信息技术服务业
sh.688488,医药制造业
sh.688489,计算机、通信和其他电子设备制造业
sh.688496,计算机、通信和其他电子设备制造业
sh.688498,计算机、通信和其他电子设备制造业
sh.688499,专用设备制造业
sh.688500,软件和信息技术服务业
sh.688501,专用设备制造业
sh.688502,仪器仪表制造业
sh.688503,电气机械和器材制造业
sh.688505,医药制造业
sh.688506,医药制造业
sh.688507,软件和信息技术服务业
sh.688508,软件和信息技术服务业
sh.688509,专业技术服务业
sh.688510,铁路、船舶、航空航天和其他运输设备制造业
sh.688511,计算机、通信和其他电子设备制造业
sh.688512,计算机、通信和其他电子设备制造业
sh.688513,医药制造业
sh.688515,软件和信息技术服务业
sh.688516,专用设备制造业
sh.688517,电气机械和器材制造业
sh.688518,专用设备制造业
sh.688519,计算机、通信和其他电子设备制造业
sh.688520,医药制造业
sh.688521,软件和信息技术服务业
sh.688522,计算机、通信和其他电子设备制造业
sh.688523,铁路、船舶、航空航天和其他运输设备制造业
sh.688525,计算机、通信和其他电子设备制造业
sh.688526,医药制造业
sh.688528,仪器仪表制造业
sh.688529,专用设备制造业
sh.688530,计算机、通信和其他电子设备制造业
sh.688531,专用设备制造业
sh.688533,计算机、通信和其他电子设备制造业
sh.688535,计算机、通信和其他电子设备制造业
sh.688536,软件和信息技术服务业
sh.688538,计算机、通信和其他电子设备制造业
sh.688539,计算机、通信和其他电子设备制造业
sh.688543,铁路、船舶、航空航天和其他运输设备制造业
sh.688545,计算机、通信和其他电子设备制造业
sh.688548,计算机、通信和其他电子设备制造业
sh.688549,计算机、通信和其他电子设备制造业
sh.688550,化学原料和化学制品制造业
sh.688551,专用设备制造业
sh.688552,计算机、通信和其他电子设备制造业
sh.688553,医药制造业
sh.688556,专用设备制造业
sh.688557,通用设备制造业
sh.688558,通用设备制造业
sh.688559,专用设备制造业
sh.688560,橡胶和塑料制品业
sh.688561,软件和信息技术服务业
sh.688562,软件和信息技术服务业
sh.688563,铁路、船舶、航空航天和其他运输设备制造业
sh.688565,专用设备制造业
sh.688566,医药制造业
sh.688567,电气机械和器材制造业
sh.688568,软件和信息技术服务业
sh.688569,铁路、船舶、航空航天和其他运输设备制造业
sh.688570,仪器仪表制造业
sh.688571,化学原料和化学制品制造业
sh.688573,专用设备制造业
sh.688575,医药制造业
sh.688576,专用设备制造业
sh.688577,通用设备制造业
sh.688578,医药制造业
sh.688579,软件和信息技术服务业
sh.688580,专用设备制造业
sh.688581,专用设备制造业
sh.688582,计算机、通信和其他电子设备制造业
sh.688583,仪器仪表制造业
sh.688584,计算机、通信和其他电子设备制造业
sh.688585,化学原料和化学制品制造业
sh.688586,铁路、船舶、航空航天和其他运输设备制造业
sh.688588,软件和信息技术服务业
sh.688589,软件和信息技术服务业
sh.688590,软件和信息技术服务业
